Symbol,Start,End,Label,Market Cap,Sector,Income,Sales,Employees,Analyst Rating (1 buy/5 sell),price-to-earnings,Price/Earnings-to-Growth,Price-to-Sales Ratio,Price-to-Book,Price to free cash flow,debt-to-equity,EPS (ttm),Inst Own,ROE,ROI,Profit Margin,Shs Outstand,Beta
NEU,402.63,347.34,DOWN,3000819046,Industrials,205.60M,2.66B,2104,3.00,14.96,1.94,1.14,4.52,-,1.51,20.26,60.60%,28.30%,10.40%,7.70%,9.96M,0.32
NEWR,63,110.7,UP,4008602116,Technology,-222.20M,821.50M,2217,2.40,-,-,4.18,10.91,107.27,1.61,-3.40,87.40%,-67.80%,-27.90%,-27.10%,66.42M,0.92
NEX,3.59,3.59,DOWN,2466347353,Energy,192.80M,2.88B,3340,2.10,13.64,-,0.90,3.37,28.82,0.52,0.77,85.70%,30.60%,-10.00%,6.70%,244.69M,2.10
NEXA,9.8,7.66,DOWN,664841827,Basic Materials,132.20M,2.93B,5840,2.50,4.62,-,0.22,0.41,-,1.10,1.00,24.20%,8.80%,9.50%,4.50%,132.44M,1.54
NFG,41.25,63.77,UP,6185597721,Energy,494.80M,2.11B,2188,2.50,11.94,0.88,2.79,2.93,-,1.51,5.38,77.20%,25.50%,11.10%,23.50%,91.46M,0.75
NGG,59.72,72.96,UP,39888500293,Utilities,2.50B,20.94B,30756,2.00,16.04,2.14,1.93,1.47,146.26,1.91,3.44,3.80%,11.40%,4.50%,12.90%,725.80M,0.58
NGL,2.42,1.87,DOWN,179837655,Energy,-133.40M,8.96B,842,3.30,-,-,0.02,0.45,2.36,7.98,-1.03,27.30%,-31.30%,2.10%,-1.50%,130.70M,1.99
NGS,9.4,10.3,UP,143164617,Industrials,-6.60M,76.50M,247,2.00,-,-,1.84,0.60,-,0.00,-0.52,82.80%,-2.80%,-4.20%,-8.60%,12.30M,1.43
NGVC,14.07,14.29,UP,259355633,Consumer Staples,26.40M,1.09B,3218,1.00,10.16,1.99,0.24,1.72,14.90,0.44,1.16,36.00%,17.60%,10.90%,2.40%,22.68M,1.17
NGVT,72.38,72.27,DOWN,2564871833,Industrials,145.70M,1.52B,1850,2.00,19.72,3.18,1.83,4.33,16.21,1.80,3.73,93.90%,21.90%,6.10%,9.60%,38.52M,1.77
NHI,66.59,57.28,DOWN,2537752515,Real Estate,67.40M,274.70M,19,3.00,37.65,3.77,9.20,1.82,-,0.79,1.47,66.70%,4.60%,2.90%,24.50%,45.71M,0.89
NI,22.58,27.55,UP,10357890769,Utilities,667.80M,5.42B,7272,2.00,15.86,2.17,1.81,1.74,123.30,1.78,1.54,99.00%,12.40%,5.80%,12.30%,406.40M,0.44
NIC,67.47,84.61,UP,1122499571,Finance,83.00M,245.80M,850,2.00,13.17,1.88,4.75,1.26,17.38,0.23,5.97,39.20%,8.10%,12.70%,27.10%,13.40M,0.74
NINE,2.74,1.1,DOWN,195138175,Energy,-39.70M,457.20M,944,2.50,-,-,0.52,-,-,-,-1.30,47.10%,101.90%,-10.90%,-8.70%,30.83M,3.51
NIO,53.49,32.42,DOWN,16262644937,Finance,-1315.90M,5.47B,15204,1.80,-,-,3.34,4.07,-,0.63,-0.82,37.20%,-30.70%,-8.80%,-24.10%,1.63B,1.73
NJR,34.48,40.97,UP,4292747943,Utilities,219.30M,2.67B,1251,2.50,19.08,3.18,1.55,2.36,200.58,1.65,2.27,77.40%,12.70%,6.00%,8.20%,96.15M,0.64
NKE,140.1,167.49,UP,145381790238,Consumer Discretionary,5.64B,47.15B,79100,2.20,26.54,4.08,3.06,9.25,84.30,0.60,3.52,83.10%,37.10%,24.60%,12.00%,1.57B,1.12
NL,4.52,7.35,UP,426161358,Consumer Discretionary,74.00M,152.40M,570,4.00,5.04,-,2.48,0.94,1890.52,0.00,1.52,11.70%,20.00%,0.80%,48.60%,48.81M,0.98
NLS,18.61,6.54,DOWN,54369424,Consumer Discretionary,-96.40M,459.80M,517,2.20,-,-,0.10,0.46,-,0.36,-3.08,39.10%,-60.10%,-9.90%,-21.00%,31.41M,1.59
NLY,32.92,31.8,DOWN,8630618395,Real Estate,2.92B,3.97B,171,2.50,2.32,-,2.21,0.75,-,6.28,8.03,42.90%,23.70%,3.30%,64.40%,468.00M,1.35
NM,2.21,3.56,UP,43975633,Consumer Discretionary,114.00M,612.30M,409,1.00,0.33,0.02,0.08,0.89,0.26,25.37,6.01,11.60%,987.50%,11.80%,18.60%,22.66M,1.80
NMM,10.84,24.39,UP,755534136,Consumer Discretionary,477.80M,1.01B,186,2.00,1.65,0.05,0.79,0.43,2.67,0.66,16.44,10.80%,27.00%,14.10%,47.20%,30.77M,2.09
NMR,5.22,4.33,DOWN,9800026647,Finance,646.90M,10.75B,26585,-,16.15,1.48,0.99,0.49,-,9.61,0.20,1.00%,3.30%,0.50%,6.00%,3.02B,0.72
NNI,69.34,97.12,UP,3335977146,Finance,449.40M,1.66B,7988,3.00,7.58,-,2.00,1.09,4.50,5.39,11.82,50.90%,15.00%,1.80%,27.00%,37.71M,0.74
NNN,39.35,48.06,UP,7438692282,Real Estate,298.80M,748.70M,72,2.40,25.23,3.12,10.14,1.93,-,0.97,1.71,93.70%,7.60%,-,39.90%,178.73M,0.85
NOA,10.04,14.47,UP,329467638,Consumer Staples,41.50M,526.40M,200,2.30,9.61,0.87,0.68,1.66,11.98,1.52,1.33,71.60%,20.10%,7.00%,7.90%,26.84M,1.49
NOAH,46.85,30.56,DOWN,798935819,Finance,165.50M,507.10M,3148,1.70,6.07,-,1.86,0.82,5.26,0.00,2.45,44.80%,14.50%,11.00%,32.60%,67.25M,1.05
NOC,294.76,384.53,UP,84330009394,Technology,5.53B,35.21B,88000,2.20,15.20,5.07,2.39,5.93,-,0.92,35.18,84.70%,41.10%,14.30%,15.70%,154.60M,0.64
NOG,8.88,20.07,UP,2717424182,Energy,193.60M,859.20M,25,1.80,14.94,1.26,3.22,18.03,4.88,0.00,2.38,80.90%,443.20%,6.30%,22.50%,77.37M,2.11
NOK,3.89,6.26,UP,24743294137,Technology,1.71B,23.60B,87927,2.20,14.85,2.95,1.08,1.27,36.42,0.29,0.30,7.50%,9.60%,8.20%,7.40%,5.61B,0.88
NOMD,25.4,25.34,DOWN,2680161114,Consumer Staples,238.70M,2.86B,8002,1.80,11.45,1.60,0.94,1.17,-,0.92,1.37,89.40%,10.20%,5.80%,8.30%,172.54M,0.73
NOTE,9.99,9.9,DOWN,656930593,Technology,-175.10M,99.50M,800,1.70,-,-,7.07,-,-,-,-1.35,23.50%,-,33.40%,-,129.74M,-
NOV,13.89,13.51,DOWN,8869464080,Industrials,11.00M,6.68B,27043,2.40,997.50,24.33,1.40,1.92,-,0.40,0.02,99.40%,0.20%,-2.10%,0.20%,391.00M,1.88
NOVA,45.04,27.48,DOWN,2121236736,Utilities,-146.80M,427.10M,736,2.00,-,-,4.80,1.66,-,4.01,-1.28,-,-11.80%,-1.50%,-34.40%,114.82M,-
NOW,526.83,654.54,UP,85441960000,Technology,201.00M,6.92B,16881,1.80,367.24,14.10,10.66,16.22,38.84,0.33,0.99,90.10%,4.90%,4.50%,2.90%,202.04M,0.99
NPK,87.35,81.87,DOWN,495469302,Consumer Discretionary,17.00M,325.50M,895,2.00,29.34,-,1.53,1.48,-,0.00,2.40,55.90%,4.90%,6.50%,5.20%,7.08M,0.66
NR,1.97,2.9,UP,348268785,Industrials,-19.40M,701.90M,1565,2.00,-,-,0.55,0.79,-,0.32,-0.21,71.80%,-3.80%,-3.00%,-2.50%,92.66M,2.94
NRDY,11.15,4.6,DOWN,223314200,Technology,-11.90M,162.40M,1000,2.10,-,-,2.31,3.38,-,0.00,-0.16,74.60%,-25.50%,-176.30%,-7.30%,86.37M,-
NREF,17.2,19.33,UP,260198328,Real Estate,43.60M,121.30M,1,2.20,7.61,-,2.23,0.71,4.97,19.56,2.38,72.30%,14.20%,1.00%,36.00%,14.75M,-
NRG,36.3,42.91,UP,10435830162,Utilities,3.44B,28.83B,6635,2.60,3.18,0.08,0.37,2.02,3.97,1.52,14.20,-,76.40%,22.40%,11.90%,237.00M,0.87
NRP,14.15,32.68,UP,534381209,Energy,181.10M,329.90M,52,3.00,3.84,-,1.73,1.63,3.27,0.85,11.90,38.40%,63.80%,21.50%,54.90%,12.51M,0.47
NRT,2.94,10.15,UP,144179219,Energy,11.50M,12.20M,2,-,14.15,-,12.81,593.33,52.09,0.00,1.26,18.20%,-,3975.90%,94.30%,9.19M,1.11
NSA,34.42,68.76,UP,3892068306,Real Estate,92.70M,710.50M,2125,2.20,37.07,3.37,4.85,2.25,14.38,2.06,1.01,88.90%,6.20%,4.80%,13.00%,91.54M,0.71
NSC,233.44,294.73,UP,52928779376,Industrials,3.24B,12.36B,18100,2.50,17.34,1.80,4.38,4.22,36.21,1.16,13.59,77.70%,24.30%,13.00%,26.20%,233.20M,1.32
NSP,79.02,117.43,UP,4457768168,Consumer Discretionary,140.40M,5.51B,3600,2.00,31.47,2.10,0.77,71.85,28.21,6.11,3.63,91.80%,472.00%,35.10%,2.70%,38.02M,1.32
NTB,31.28,37.99,UP,1722397975,Finance,174.90M,335.20M,1217,3.00,9.05,-,4.78,1.96,10.42,0.21,3.51,72.00%,18.40%,26.10%,49.30%,50.25M,1.40
NTR,49.43,74.63,UP,45671284378,Industrials,9.38B,48.30B,23500,2.10,4.35,0.53,1.09,1.11,23.87,0.44,16.83,70.49%,28.00%,10.60%,19.40%,550.05M,0.87
NTST,18.75,22.73,UP,937858195,Real Estate,7.40M,86.80M,23,1.50,119.04,10.09,11.72,0.94,82.02,0.41,0.16,-,0.80%,0.00%,8.50%,54.88M,-
NTZ,11.45,13.9,UP,59734966,Consumer Discretionary,-2.10M,447.50M,4262,-,-,-,0.11,0.56,2.91,0.00,-0.23,17.00%,-2.50%,2.90%,-0.50%,10.00M,1.75
NUE,52.51,113.85,UP,33805780000,Industrials,-,43.15B,28800,2.90,4.09,0.10,0.80,2.10,-,0.44,32.85,82.80%,-,36.40%,-,263.22M,1.50
NUS,55.35,51.08,DOWN,1935622883,Health Care,113.50M,2.48B,4600,2.50,16.02,2.35,0.70,1.90,26.57,0.45,2.21,92.80%,12.20%,11.50%,4.60%,50.37M,1.22
NUVB,11.2,8.45,DOWN,475772574,Health Care,-103.30M,-,85,2.00,-,-,-,0.66,-,0.00,-0.49,71.60%,-14.10%,-,-,216.60M,-
NVGS,10.43,8.74,DOWN,978164000,Consumer Discretionary,7.00M,478.70M,124,1.20,132.02,14.67,2.08,0.87,9.79,0.73,0.10,20.50%,0.60%,-0.20%,1.50%,77.27M,1.75
NVO,71.43,111.45,UP,245740364545,Health Care,6.71B,20.88B,50816,1.30,39.32,20.16,9.90,26.39,44.28,0.34,2.93,8.70%,72.80%,48.60%,32.10%,2.27B,0.52
NVR,4040.65,5906.03,UP,13678817542,Consumer Discretionary,1.61B,10.08B,6600,2.40,9.24,3.85,1.31,4.55,10.99,0.31,447.79,86.80%,48.20%,28.50%,14.00%,3.29M,0.94
NVRO,171.54,82.07,DOWN,1367209160,Health Care,-139.50M,388.00M,945,3.10,-,-,3.54,6.12,-,0.00,-3.98,98.53%,-51.10%,-24.50%,-36.00%,35.32M,0.75
NVS,94.37,87.46,DOWN,174015900000,Health Care,21.80B,52.26B,108000,2.20,8.43,2.37,3.77,2.91,37.59,0.47,9.71,9.40%,34.50%,9.70%,41.70%,2.17B,0.55
NVST,32.95,45.04,UP,5375548536,Health Care,237.60M,2.54B,11200,1.70,26.51,0.64,2.25,1.43,29.69,0.34,1.33,-,7.50%,5.90%,11.90%,162.90M,-
NVT,22.54,37.64,UP,6100132045,Technology,308.10M,2.84B,9900,2.10,20.80,1.87,2.18,2.39,40.54,0.41,1.83,93.70%,12.00%,8.40%,10.90%,166.50M,1.39
NVTA,43.64,15.66,DOWN,590517853,Health Care,-3108.60M,500.80M,2300,3.30,-,-,1.02,1.45,-,4.14,-13.48,84.90%,-133.50%,-7.70%,-,232.12M,1.58
NWG,4.58,6.57,UP,26259163819,Finance,3.01B,12.54B,60000,1.00,9.31,32.10,2.12,0.68,-,1.53,0.59,0.90%,6.50%,5.70%,23.00%,4.92B,1.22
NWN,45.66,48.75,UP,1670173553,Utilities,77.80M,940.80M,1173,2.30,18.04,4.20,1.68,1.35,-,1.11,2.49,77.20%,7.90%,5.70%,8.30%,34.82M,0.53
NX,22.12,24.9,UP,735634996,Industrials,58.00M,1.21B,3860,2.00,13.04,0.87,0.62,1.66,17.56,0.13,1.74,99.20%,19.50%,6.70%,7.00%,33.00M,1.40
NXRT,41.26,82.74,UP,1180250791,Real Estate,25.70M,253.10M,3,2.10,50.35,10.07,4.45,2.16,-,0.00,0.89,85.90%,5.10%,1.00%,10.10%,25.60M,1.05
NYCB,10.5,12.21,UP,4370025525,Finance,564.00M,1.70B,2815,2.40,7.34,-,2.45,0.66,134.84,0.10,1.21,64.00%,8.80%,14.90%,33.30%,465.81M,1.02
NYT,49.2,48.22,DOWN,4801304419,Consumer Discretionary,191.00M,2.20B,5000,2.60,29.83,-,2.55,3.69,65.51,0.00,1.14,93.00%,12.70%,12.80%,8.70%,167.64M,0.95
O,57.97,71.91,UP,38465811785,Real Estate,561.60M,2.79B,367,2.40,59.67,4.23,13.98,1.44,92.08,0.61,1.06,81.90%,2.50%,0.70%,20.10%,627.15M,0.79
OCFT,20.09,2.5,DOWN,241835001,Technology,-163.00M,616.00M,3842,2.60,-,-,0.52,0.67,74.15,0.08,-0.43,6.60%,-31.90%,-27.10%,-26.50%,389.99M,-
OCN,28.3,40.29,UP,265744520,Finance,136.80M,1.03B,5700,2.20,2.50,0.83,0.31,0.62,-,20.05,14.51,56.80%,17.40%,2.90%,8.60%,9.26M,1.96
ODC,34,32.67,DOWN,210345980,Industrials,5.70M,348.60M,869,-,37.43,-,0.61,1.36,-,0.22,0.81,66.30%,3.70%,2.60%,1.60%,6.76M,0.47
OEC,16.57,18.11,UP,963559774,Industrials,84.30M,1.81B,1475,1.70,12.68,0.41,0.59,2.70,-,2.23,1.38,98.36%,24.00%,15.10%,4.70%,60.81M,1.70
OFC,25.37,28.36,UP,2982590414,Real Estate,-,735.95M,405,2.00,30.89,3.77,4.09,1.80,-,0.00,0.86,-,-,1.70%,-,112.42M,0.99
OFG,17.68,26.85,UP,1330337110,Finance,152.90M,459.90M,2269,2.00,9.11,1.14,2.87,1.33,20.08,0.00,3.06,94.80%,14.60%,30.60%,33.20%,48.39M,1.18
OGE,31.94,38.25,UP,7331421849,Utilities,924.30M,2.84B,2185,2.40,7.96,4.19,2.57,1.73,-,1.17,4.61,70.20%,22.60%,8.30%,32.60%,200.20M,0.65
OGS,75.46,77.46,UP,4192139016,Utilities,215.20M,2.35B,3600,2.30,19.54,3.91,1.73,1.72,-,1.70,3.98,88.20%,8.80%,4.10%,8.90%,54.26M,0.60
OHI,35.03,29.65,DOWN,7397894454,Real Estate,451.30M,1.03B,70,2.70,17.83,-,7.43,2.06,-,1.42,1.83,66.50%,11.60%,2.70%,44.00%,235.85M,0.95
OI,11.48,11.87,UP,2555306682,Consumer Discretionary,461.00M,6.67B,24000,2.70,5.63,0.70,0.38,2.23,10.57,3.93,2.90,96.10%,57.10%,6.90%,7.00%,155.68M,1.43
OII,8.23,11.28,UP,1409147624,Energy,-36.00M,2.00B,8500,2.10,-,-,0.73,3.03,45.97,1.49,-0.36,91.40%,-7.40%,-0.30%,-1.80%,100.26M,2.93
OIS,5.22,4.99,DOWN,411189615,Industrials,-32.30M,696.60M,2373,2.20,-,-,0.62,0.64,-,0.23,-0.54,89.60%,-4.70%,-6.30%,-4.60%,62.67M,3.13
OKE,37.5,58.48,UP,26527976106,Utilities,1.58B,21.40B,2847,2.60,17.59,2.17,1.28,4.53,234.96,2.25,3.52,68.70%,26.30%,10.70%,7.40%,447.45M,1.65
OLN,24.28,57.41,UP,7319187129,Industrials,1.44B,9.83B,7750,2.10,6.18,3.88,0.78,3.18,4.66,1.01,9.31,95.60%,53.80%,29.60%,14.60%,141.20M,1.41
OLP,19.62,35.1,UP,477529644,Real Estate,37.20M,84.50M,9,2.70,12.81,2.13,5.57,1.51,134.52,1.35,1.82,49.50%,12.10%,8.00%,44.00%,20.36M,1.33
OMC,60.88,73.76,UP,14806350054,Consumer Discretionary,1.28B,14.28B,71700,2.50,11.88,1.12,1.04,5.44,81.96,1.99,6.13,94.50%,44.00%,18.40%,9.10%,205.00M,0.88
OMF,47,50.25,UP,4805716524,Finance,961.00M,5.08B,8800,1.90,5.07,0.25,0.91,1.57,2.45,6.04,7.58,84.30%,31.40%,6.30%,18.90%,123.35M,1.68
OMI,28.6,43.53,UP,1290871614,Health Care,154.00M,9.88B,6900,2.10,9.45,2.88,0.14,1.49,7.79,2.68,2.03,-,16.50%,14.50%,1.60%,74.71M,0.56
ONTO,47.77,100.89,UP,3325883633,Technology,203.90M,977.60M,1411,1.80,18.25,1.52,3.60,2.42,22.12,0.00,4.08,98.80%,11.80%,10.00%,17.60%,49.62M,1.31
OOMA,13.78,20.37,UP,394146000,Consumer Discretionary,-0.90M,202.70M,383,1.80,-,-,1.93,6.71,301.49,0.00,-0.04,83.00%,-1.60%,-3.80%,-0.40%,24.39M,0.75
OPAD,11.01,6.5,DOWN,232584606,Finance,50.00M,3.86B,1000,2.10,6.39,-,0.04,0.53,-,3.58,0.11,71.90%,17.80%,1.50%,1.30%,245.84M,-
OPFI,10.21,4.51,DOWN,31427881,Technology,30.10M,396.50M,573,2.00,6.11,-,0.58,-,1.52,-,0.35,30.80%,-267.80%,22.40%,7.60%,13.53M,-
OPY,31.41,46.32,UP,391113530,Finance,72.80M,1.16B,2889,-,7.20,0.48,0.35,0.56,-,0.72,5.32,43.70%,9.10%,12.40%,6.30%,11.27M,1.14
ORA,91.61,78.15,DOWN,5069280385,Utilities,63.50M,702.60M,1385,2.70,89.64,8.96,8.05,3.09,-,0.99,1.13,94.90%,3.40%,4.10%,9.00%,56.11M,0.49
ORAN,12.25,10.65,DOWN,25258284420,Telecommunications,3.97B,42.45B,132002,3.00,6.52,-,0.61,0.75,-,1.47,1.50,1.00%,-,2.00%,-,2.66B,0.23
ORCL,63.75,88.01,UP,209923509286,Technology,5.81B,44.16B,143000,2.70,36.46,3.38,4.74,-,107.76,-,2.10,43.00%,-75.20%,14.40%,13.20%,2.69B,1.01
ORI,18.29,24.6,UP,7128722521,Finance,801.70M,8.64B,9600,2.70,8.87,0.89,0.83,1.10,12.41,0.25,2.61,74.60%,20.30%,9.90%,15.50%,303.79M,0.82
ORN,4.78,3.78,DOWN,72512955,Industrials,-16.50M,714.40M,378,2.50,-,-,0.10,0.50,-,0.35,-0.53,55.10%,-13.80%,-4.90%,-2.80%,30.95M,0.71
OSG,2.09,1.91,DOWN,257876266,Energy,-16.50M,411.40M,953,-,-,-,0.61,0.77,22.37,1.33,-0.18,37.90%,-4.80%,-2.40%,-4.00%,91.25M,0.24
OSH,57,35.07,DOWN,4901362208,Health Care,-493.50M,1.82B,3800,2.00,-,-,2.45,-,-,-,-2.19,95.90%,-,-43.30%,-27.10%,226.49M,-
OSK,85.07,112.26,UP,5776884934,Consumer Discretionary,90.30M,7.87B,15000,2.50,65.12,3.81,0.74,2.02,-,0.21,1.37,95.70%,3.10%,0.60%,1.10%,65.38M,1.38
OUST,13,5.29,DOWN,228058217,Technology,-101.40M,38.50M,278,1.70,-,-,6.00,0.92,-,0.08,-0.60,32.30%,-42.70%,-37.20%,-,175.06M,-
OUT,18.55,26.89,UP,2958575778,Real Estate,130.00M,1.69B,2181,1.50,19.36,1.94,1.57,2.22,-,0.00,0.85,-,12.00%,4.60%,7.70%,164.00M,1.70
OVV,15.02,33.36,UP,12974255491,Energy,2.43B,10.83B,1713,2.00,6.03,0.11,1.26,2.45,8.31,0.68,9.20,80.00%,50.10%,17.10%,22.40%,257.20M,2.85
OWL,10.9,14.98,UP,4434436118,Finance,-66.20M,1.14B,350,2.10,-,-,13.64,2.91,43.09,0.00,-0.19,91.00%,-4.20%,-31.00%,-5.80%,422.63M,-
OWLT,10.14,2.58,DOWN,110031369,Health Care,-99.00M,68.90M,200,2.70,-,-,1.51,5.26,-,0.72,-0.88,41.80%,-,-74.90%,-,110.81M,-
OXM,62.9,101.2,UP,1620681780,Consumer Discretionary,165.40M,1.26B,4700,2.70,9.88,0.99,1.23,2.94,21.51,0.00,9.98,96.38%,32.30%,26.10%,13.10%,15.92M,1.46
OXY,17.45,28.97,UP,67896541166,Energy,10.22B,33.86B,11678,2.50,7.45,0.20,2.06,3.95,6.43,1.23,10.20,83.00%,77.10%,8.60%,30.10%,939.20M,1.85
PAC,108.83,137.77,UP,7807547312,Consumer Discretionary,454.90M,1.24B,2241,2.90,17.78,1.51,5.26,9.38,25.46,2.01,8.94,18.00%,49.70%,16.40%,36.70%,50.54M,1.24
PACK,14.01,36.6,UP,309293024,Industrials,-29.30M,375.50M,875,2.00,-,-,1.14,0.72,19.71,0.63,-0.36,99.09%,-3.70%,1.40%,-6.20%,81.94M,1.48
PAG,57.47,106.01,UP,7975291554,Consumer Discretionary,1.39B,27.10B,25000,2.40,6.14,0.30,0.29,2.04,10.62,1.04,18.28,82.50%,33.80%,11.40%,5.10%,73.70M,1.26
PAGS,54.5,26.91,DOWN,4462205794,Technology,258.70M,2.58B,8387,2.30,16.71,0.76,1.53,1.99,-,0.11,0.78,51.90%,12.50%,16.90%,10.00%,331.29M,1.52
PAM,13.08,20.88,UP,1396329120,Utilities,267.10M,1.02B,6286,3.10,5.31,0.70,2.60,1.03,8.18,0.76,4.75,14.10%,19.10%,14.80%,21.40%,55.28M,0.84
PAR,60.23,54.08,DOWN,794000276,Technology,-92.10M,324.80M,1477,1.60,-,-,1.96,1.60,-,0.98,-3.46,-,-20.10%,-7.00%,-28.30%,26.98M,1.78
PARR,13.46,15.89,UP,1387721929,Energy,102.00M,6.06B,1336,2.40,13.76,-,0.23,4.98,-,1.90,1.70,89.30%,44.10%,-2.00%,1.70%,59.48M,2.07
PAYC,427.73,417.7,DOWN,20788324839,Technology,228.40M,1.21B,5385,2.10,75.45,2.89,14.82,17.27,83.03,0.03,3.93,76.90%,24.50%,21.00%,18.80%,57.97M,1.39
PB,68.83,72.35,UP,6519690800,Finance,513.40M,1.04B,3704,2.70,12.96,1.42,6.34,1.02,13.77,0.00,5.59,86.30%,7.90%,13.30%,48.90%,91.77M,1.02
PBA,23.94,30.07,UP,18258677500,Energy,-,9.65B,2349,2.60,-,-,1.94,1.56,-,-,-0.70,62.27%,-,-,-,550.36M,-
PBF,6.84,12.99,UP,5488888250,Energy,2.40B,44.23B,3418,2.70,2.49,-,0.12,1.37,1.48,0.48,19.06,89.90%,85.80%,10.50%,5.40%,122.11M,2.05
PBH,36.16,62.27,UP,2713556377,Health Care,202.90M,1.09B,535,1.60,14.33,1.79,2.55,1.81,11.67,0.93,3.99,-,13.20%,8.80%,18.50%,50.26M,0.55
PBI,6.33,6.62,UP,539887883,Consumer Discretionary,35.40M,3.66B,11500,2.00,16.08,2.68,0.14,12.80,159.53,50.22,0.20,69.80%,47.60%,4.00%,1.00%,173.49M,2.27
PBR,11.19,10.99,DOWN,82243688944,Energy,31.19B,109.75B,45532,2.40,2.48,-,0.66,0.98,5.45,0.68,4.78,22.50%,40.40%,23.60%,28.40%,6.52B,1.47
PCG,12.21,12.07,DOWN,29547161764,Utilities,1.76B,21.56B,26000,2.00,17.92,3.90,1.68,1.35,-,2.28,0.84,68.20%,8.10%,1.60%,8.20%,2.47B,1.13
PD,41.22,36.12,DOWN,2225379711,Technology,-126.70M,325.90M,950,1.80,-,-,5.55,7.11,-,1.13,-1.46,88.50%,-48.40%,-18.70%,-38.90%,88.15M,1.06
PDM,15.37,18.45,UP,1295651501,Real Estate,47.50M,541.70M,134,2.00,26.85,6.71,2.33,0.70,450.47,0.92,0.38,86.60%,2.60%,1.10%,8.80%,123.37M,0.94
PEAK,28.89,36,UP,12793475895,Real Estate,213.10M,1.98B,196,2.10,61.27,-,6.57,2.07,-,1.02,0.40,96.80%,6.60%,0.70%,21.60%,539.56M,0.81
PEB,18.37,22.35,UP,2114406112,Real Estate,-134.30M,1.32B,56,2.60,-,-,1.49,0.63,6.83,0.00,-1.03,-,-6.10%,-1.60%,-14.50%,130.91M,1.77
PEG,55.73,66.32,UP,27946145099,Utilities,688.00M,9.72B,12684,2.10,41.86,11.02,2.93,2.15,-,1.50,1.37,73.00%,5.00%,-2.10%,7.10%,498.95M,0.59
PEI,15.3,15.15,DOWN,22014786,Real Estate,-136.00M,299.50M,158,3.00,-,-,0.06,-,0.29,-,-25.69,10.80%,-,-0.20%,-45.40%,5.32M,2.79
PEN,175.6,286.5,UP,6435717849,Health Care,-19.40M,806.40M,3800,1.70,-,-,8.87,6.94,-,0.03,-0.52,84.00%,-2.20%,0.60%,-2.40%,37.77M,0.46
PFE,36.81,58.4,UP,261703964854,Health Care,29.75B,101.13B,79000,-,9.08,-,2.53,3.02,11.15,0.46,5.19,70.30%,31.00%,18.90%,24.70%,5.61B,0.68
PFGC,46.47,45.54,DOWN,8107453434,Consumer Discretionary,112.50M,50.89B,35000,1.90,70.86,2.84,0.16,2.40,130.44,1.32,0.73,-,3.50%,3.50%,0.20%,153.40M,1.35
PFS,17.89,24.34,UP,1702014440,Finance,163.90M,430.70M,1119,2.80,10.20,1.27,3.89,1.04,20.94,0.01,2.18,67.30%,9.90%,19.40%,37.90%,74.33M,0.95
PFSI,62.2,70.57,UP,2821038318,Finance,611.00M,2.66B,5088,2.00,4.92,0.24,1.01,0.81,0.33,1.88,10.47,66.40%,23.20%,7.00%,30.10%,54.17M,1.39
PG,137.82,162.77,UP,318273985535,Consumer Discretionary,14.29B,80.46B,106000,2.40,23.66,4.94,4.01,7.53,69.69,0.76,5.77,66.30%,32.20%,18.90%,17.80%,2.39B,0.40
PGR,97.13,103.05,UP,74980565000,Finance,830.50M,48.61B,49000,2.90,90.09,3.06,1.52,4.91,11.82,0.42,1.41,88.00%,12.80%,15.80%,4.40%,584.30M,0.47
PGRE,8.82,8.45,DOWN,1405773514,Real Estate,2.60M,740.60M,318,2.90,545.83,-,1.96,0.40,12.61,1.04,0.01,70.90%,0.10%,2.20%,0.40%,224.87M,1.18
PGTI,19.85,22.28,UP,1279861832,Industrials,65.40M,1.37B,5300,2.20,19.15,0.61,0.92,2.14,11.89,1.08,1.08,95.20%,12.00%,5.60%,4.80%,59.93M,1.35
PH,266.02,315,UP,37445044713,Industrials,1.32B,15.86B,55090,2.10,29.83,3.19,2.45,4.37,23.66,1.30,10.08,86.00%,15.00%,12.20%,8.30%,128.51M,1.56
PHG,55.7,37.18,DOWN,11190798720,Health Care,-1347.10M,17.15B,79097,2.00,-,-,0.66,0.81,3.91,0.58,-1.53,14.60%,-9.30%,3.20%,-7.80%,885.33M,0.83
PHI,28.8,36.84,UP,5931360000,Telecommunications,518.70M,3.43B,17620,1.00,11.53,7.69,1.79,2.69,5.41,2.27,2.40,2.90%,24.80%,9.80%,15.10%,216.06M,0.42
PHR,52.88,42.44,DOWN,1455141109,Health Care,-180.80M,245.20M,1701,1.90,-,-,5.16,3.59,-,0.03,-3.53,95.50%,-45.10%,-27.20%,-73.70%,52.33M,-
PHX,2.36,2.12,DOWN,146096583,Energy,7.50M,60.70M,20,1.70,20.82,-,2.53,1.52,9.72,0.00,0.21,46.30%,8.60%,11.00%,12.30%,34.65M,0.71
PII,95.71,109.71,UP,5902495066,Consumer Discretionary,493.10M,8.36B,16000,2.40,13.00,0.87,0.72,6.18,-,2.10,8.16,98.50%,30.50%,17.60%,4.10%,59.20M,1.52
PINS,68.07,37.95,DOWN,16570531009,Technology,61.20M,2.77B,3225,2.60,162.45,-,5.62,4.80,26.34,0.00,0.14,88.20%,2.00%,10.60%,2.20%,669.17M,0.99
