Symbol,Start,End,Label,Market Cap,Sector,Income,Sales,Employees,Recom Analyst Rating (1 buy/5 sell),price-to-earnings,Price/Earnings-to-Growth,Price-to-Sales Ratio,Price-to-Book,Price to free cash flow,debt-to-equity,EPS (ttm),Inst Own,ROE,ROI,Profit Margin,Shs Outstand,Beta
AMZN,159.33,168.64,UP,1037584636431,Consumer Discretionary,11.32B,502.19B,1544000,1.80,83.51,3.21,1.95,6.71,-,0.59,1.08,59.70%,8.40%,9.50%,2.30%,10.19B,1.23
ANAB,23.36,35.31,UP,808771032,Health Care,-108.00M,24.10M,102,2.60,-,-,33.22,2.70,-,0.00,-3.89,-,-31.40%,-15.90%,-,28.20M,0.02
ANDE,24.19,38.58,UP,1196814005,Consumer Staples,133.30M,15.21B,2296,2.00,9.87,1.23,0.09,1.11,-,1.52,3.88,86.60%,9.20%,6.00%,0.70%,33.85M,0.77
ANGH,10.12,10.16,UP,59813004,Consumer Discretionary,-17.80M,35.50M,169,2.00,-,-,1.92,-,-,-,-0.69,17.00%,-,171.70%,-50.10%,25.77M,-
ANGI,12.97,9.22,DOWN,1079555458,Technology,-100.60M,1.83B,5200,2.20,-,-,0.50,0.89,-,0.00,-0.20,99.30%,-9.00%,-2.80%,-5.50%,502.45M,1.69
ANGO,15.44,28.2,UP,547899592,Health Care,-32.60M,320.80M,760,2.00,-,-,1.77,1.38,-,0.12,-0.83,96.70%,-7.70%,-5.60%,-10.20%,39.30M,0.73
ANIK,42.84,36.38,DOWN,412594220,Health Care,-11.00M,151.70M,297,2.30,-,-,2.69,1.50,194.27,0.00,-0.76,95.30%,-3.80%,1.50%,-7.30%,14.55M,0.96
ANIP,30.22,46.88,UP,670902309,Health Care,-64.60M,251.30M,601,2.20,-,-,2.63,1.99,-,0.92,-4.30,74.90%,-22.30%,-4.20%,-25.70%,16.27M,1.06
ANIX,3.27,3.02,DOWN,173134310,Health Care,-14.10M,-0.00M,4,2.00,-,-,-,5.12,-,0.00,-0.47,10.80%,-42.40%,-37.10%,-,30.45M,1.14
ANNX,23.91,11.61,DOWN,228746099,Health Care,-145.50M,-,75,1.60,-,-,-,1.17,-,0.00,-3.78,92.00%,-67.30%,-,-,47.62M,-
ANPC,107.8,22,DOWN,2169703,Health Care,-14.30M,2.40M,89,2.00,-,-,43.15,66.67,-,1.45,-0.99,2.20%,-,-368.70%,-,17.30M,-
ANSS,357.67,405.68,UP,19240868935,Technology,458.30M,2.00B,5100,2.40,42.48,4.77,9.74,4.33,34.28,0.00,5.21,96.50%,10.40%,8.60%,23.00%,87.00M,1.25
ANTE,2.6,1.48,DOWN,24629366,Consumer Discretionary,-17.30M,11.70M,71,-,-,-,2.29,0.50,-,0.62,-0.98,1.50%,-66.90%,-35.90%,-,35.69M,1.21
AOSL,24.49,60.52,UP,898214876,Technology,453.20M,777.60M,2451,3.30,2.11,0.12,1.18,1.08,11.36,0.09,16.03,67.30%,63.00%,49.80%,58.30%,27.27M,2.41
APA,14.77,27.06,UP,14928963121,Energy,3.08B,10.07B,2253,2.20,5.57,0.17,1.59,28.95,3.88,9.05,8.89,84.10%,-579.70%,31.20%,30.60%,341.00M,3.69
APCX,7.98,11.02,UP,12430312,Technology,-16.10M,0.40M,8,-,-,-,28.53,1.13,-,0.17,-1.01,56.30%,-280.20%,-,-,16.25M,1.65
APDN,5.32,4.18,DOWN,22930886,Health Care,-12.20M,17.60M,78,2.00,-,-,1.29,2.32,-,0.00,-1.59,8.30%,-144.00%,-126.60%,-69.30%,12.88M,0.70
APEI,30.18,22.11,DOWN,243334262,Consumer Discretionary,-95.60M,556.60M,5800,1.50,-,-,0.43,0.74,6.48,0.50,-5.07,-,-24.50%,4.00%,-17.20%,18.86M,0.75
APEN,3.63,7.88,UP,259579564,Health Care,-35.90M,68.50M,107,1.80,-,-,3.76,6.25,-,0.00,-0.97,74.40%,-78.70%,-14.50%,-59.40%,40.88M,2.27
API,39.78,16.94,DOWN,327997000,Technology,-99.90M,165.00M,1311,2.00,-,-,2.12,0.44,-,0.00,-0.89,51.60%,-11.80%,-9.40%,-60.50%,111.65M,-
APLD,0.23,25.02,UP,208739245,Finance,-12.90M,14.90M,55,2.00,-,-,15.72,3.47,-,0.22,-0.19,24.20%,-,-26.90%,-,93.11M,4.93
APLS,54.59,47.95,DOWN,6640259034,Health Care,-638.40M,96.60M,476,1.80,-,-,54.01,15.17,-,1.61,-6.77,89.00%,-272.20%,-86.10%,-,106.63M,1.24
APLT,22.07,9.16,DOWN,37283281,Health Care,-104.60M,-,33,1.80,-,-,-,0.75,-,0.00,-3.97,65.60%,-192.70%,-,-,48.02M,1.52
APM,2.48,1.55,DOWN,22493052,Health Care,-10.90M,1.40M,26,2.00,-,-,14.93,0.98,-,0.13,-0.30,4.40%,-36.30%,-81.10%,-,35.68M,-0.04
APPF,177.05,123.07,DOWN,4343275951,Technology,-49.80M,443.40M,1600,2.70,-,-,8.95,14.42,205.54,0.00,-1.43,80.10%,-17.70%,-4.20%,-11.20%,35.04M,1.03
APPH,14.93,4,DOWN,221465505,Consumer Staples,-165.00M,13.10M,500,1.70,-,-,15.76,0.57,-,0.48,-1.63,38.10%,-41.90%,-38.80%,-,105.89M,-
APPN,143.7,68.5,DOWN,3565980682,Technology,-123.70M,421.70M,1798,2.60,-,-,5.97,12.67,-,0.00,-1.72,73.10%,-52.80%,-36.20%,-29.30%,72.39M,1.63
APPS,52.32,62.84,UP,1449041840,Technology,36.20M,778.20M,844,1.60,35.81,3.58,1.53,2.07,9.54,0.82,0.34,74.30%,7.00%,8.00%,4.60%,97.82M,2.32
APRE,4.73,2.94,DOWN,15681577,Health Care,-123.40M,-,16,1.50,-,-,-,-,-,-,-5.50,8.50%,-445.80%,-,-,53.00M,-
APTO,4.37,1.41,DOWN,41966416,Health Care,-57.70M,-,41,1.70,-,-,-,1.26,-,0.00,-0.64,35.10%,-,-,-,85.77M,1.38
APTX,3.44,2.82,DOWN,20314715,Health Care,-78.30M,0.00M,40,2.30,-,-,-,0.35,-,0.39,-1.16,50.50%,-90.50%,-68.40%,-,67.72M,1.12
APVO,37.18,7.91,DOWN,15679184,Health Care,6.30M,9.90M,54,2.00,2.47,-,1.48,0.62,-,0.19,1.16,16.00%,109.80%,-,71.30%,5.09M,5.28
APWC,2.25,1.99,DOWN,26388771,Industrials,-2.90M,458.70M,1190,-,-,-,0.06,0.18,-,0.39,-0.20,1.00%,-1.90%,-1.60%,-0.60%,20.02M,0.63
APYX,6.91,12.59,UP,172692305,Health Care,-17.60M,51.40M,272,2.00,-,-,3.35,3.76,-,0.00,-0.51,61.00%,-34.60%,-27.50%,-34.20%,34.46M,1.52
AQMS,3.46,1.24,DOWN,64806938,Utilities,-13.70M,0.20M,23,1.50,-,-,296.28,2.33,-,0.01,-0.19,18.60%,-49.00%,-46.50%,-,75.22M,1.44
AQST,5.54,3.94,DOWN,46415069,Health Care,-73.00M,49.90M,157,1.70,-,-,0.99,-,-,-,-1.76,31.50%,-,170.20%,-,53.42M,2.81
ARAV,5.35,2.23,DOWN,42115211,Health Care,-55.60M,6.10M,23,1.70,-,-,6.44,1.70,-,0.00,-2.37,18.30%,-134.10%,-,-,30.50M,2.40
ARAY,4.25,4.84,UP,187784396,Health Care,-5.30M,429.90M,1044,1.70,-,-,0.46,3.67,-,3.39,-0.06,68.40%,-10.60%,2.10%,-1.20%,93.04M,1.65
ARCB,43.08,116.95,UP,1942947635,Industrials,301.20M,4.93B,14000,2.10,6.59,0.49,0.37,1.76,8.66,0.21,11.54,91.20%,26.40%,18.80%,5.30%,24.61M,1.56
ARCE,34.48,21.54,DOWN,654643859,Consumer Discretionary,-11.70M,287.00M,2986,2.20,-,-,2.22,1.66,-,0.88,-0.22,-,-3.20%,3.90%,-4.10%,55.92M,0.81
ARCT,48.9,38.88,DOWN,472527627,Health Care,-165.50M,40.60M,177,2.50,-,-,14.55,3.55,-,0.37,-6.28,79.30%,-78.50%,-,-,26.43M,2.51
ARDS,6.04,2.32,DOWN,18586672,Health Care,-48.70M,3.00M,34,2.30,-,-,8.02,-,-,-,-3.41,8.10%,296.90%,591.40%,-,24.91M,1.41
ARDX,6.47,1.13,DOWN,231937899,Health Care,-134.80M,5.20M,86,1.90,-,-,39.78,3.89,-,0.50,-1.13,35.40%,-191.70%,-134.30%,-,145.54M,1.47
ARGX,297.04,353.03,UP,21428569778,Health Care,-908.80M,262.60M,650,1.80,-,-,79.10,6.72,-,0.00,-17.47,63.30%,-35.50%,-14.00%,-,55.06M,0.84
ARKO,9.02,8.78,DOWN,1229563310,Energy,76.70M,8.54B,11236,1.80,17.53,-,0.14,5.07,-,3.87,0.58,58.30%,31.30%,10.80%,0.90%,121.53M,-
ARKR,18.06,16.74,DOWN,74420413,Consumer Discretionary,15.30M,179.60M,926,-,4.58,-,0.40,1.17,4.47,0.42,4.26,15.90%,28.40%,18.60%,8.50%,3.56M,1.03
ARLP,4.65,12.39,UP,3095931630,Energy,297.80M,1.97B,2990,1.70,10.34,-,1.53,2.30,-,0.32,2.34,27.90%,-,13.20%,-,127.19M,1.37
AROW,28.17,33.95,UP,580453587,Finance,47.00M,122.10M,512,-,12.08,1.75,4.69,1.59,14.53,0.07,2.84,45.10%,13.60%,24.10%,40.30%,16.49M,0.68
ARQT,28.44,20.48,DOWN,1058698565,Health Care,-260.00M,-,147,1.90,-,-,-,4.87,-,0.37,-5.14,80.60%,-93.70%,-,-,59.99M,-
ARRY,42.42,15.94,DOWN,2714141653,Technology,-113.80M,1.13B,1135,2.30,-,-,2.07,36.23,-,12.75,-0.82,-,-425.50%,-2.20%,-10.00%,150.20M,-
ARTL,12.53,8.06,DOWN,8263230,Health Care,-10.30M,-,4,1.70,-,-,-,0.33,-,0.00,-4.53,3.30%,-41.90%,-,-,2.83M,2.52
ARTNA,36.79,46.11,UP,498179913,Utilities,17.60M,94.80M,245,1.00,27.52,6.88,5.18,2.68,-,1.03,1.87,58.30%,9.90%,6.40%,18.60%,9.45M,0.18
ARTW,3.08,3.47,UP,10004199,Industrials,0.40M,28.30M,131,-,22.64,-,0.35,0.89,-,0.77,0.09,5.70%,-3.90%,2.70%,-1.40%,4.70M,0.44
ARVL,26.61,7.86,DOWN,504718532,Consumer Discretionary,-1090.70M,-,2695,2.50,-,-,-,0.27,-,0.38,-1.82,13.00%,-130.40%,-,-,486.07M,-
ARVN,83.84,79.84,DOWN,2682611176,Health Care,-233.10M,91.10M,280,1.90,-,-,24.04,3.37,4.35,0.00,-4.46,97.00%,-31.20%,-,-,53.20M,1.89
ARWR,74.83,67.35,DOWN,3681426933,Health Care,-153.90M,249.90M,329,2.00,-,-,14.24,8.00,-,0.00,-1.48,69.70%,-36.50%,-36.50%,-61.60%,105.75M,1.41
ASLE,15,17.48,UP,1093504510,Consumer Discretionary,53.20M,452.50M,509,2.00,19.37,-,2.20,2.08,9.30,0.00,0.95,64.70%,12.60%,11.00%,11.80%,51.73M,0.51
ASLN,1.86,1.11,DOWN,27207397,Health Care,-37.50M,-,27,2.00,-,-,-,0.69,-,0.81,-0.51,33.60%,-,-,-,69.74M,1.42
ASMB,6.04,2.29,DOWN,79678668,Health Care,-126.60M,6.30M,102,2.70,-,-,11.30,0.58,-,0.00,-2.74,35.10%,-76.20%,-77.10%,-,48.29M,0.71
ASML,500,800.22,UP,187859195640,Technology,5.52B,19.50B,34720,1.90,35.09,1.18,10.10,24.36,27.74,0.00,13.78,19.80%,64.60%,38.90%,28.30%,399.42M,1.36
ASND,165.49,136.41,DOWN,6394177020,Health Care,-388.60M,18.80M,639,1.60,-,-,369.47,11.59,-,0.84,-6.92,-,-49.80%,-45.70%,-,57.03M,0.54
ASO,21.19,42.72,UP,3492861894,Consumer Discretionary,641.70M,6.56B,22011,1.70,6.00,0.55,0.52,2.35,8.12,0.45,7.20,-,43.60%,33.30%,9.80%,79.74M,-
ASPS,12.34,11.42,DOWN,186334204,Finance,24.60M,161.90M,2024,2.50,10.65,0.53,1.42,-,-,-,1.32,34.00%,-25.30%,14.80%,15.20%,16.08M,1.07
ASPU,10.27,2.46,DOWN,10271070,Consumer Discretionary,-12.40M,76.20M,312,2.30,-,-,0.13,0.26,-,0.38,-0.49,37.20%,-28.90%,-15.50%,-16.30%,25.20M,1.36
ASRT,1.76,2.19,UP,125022546,Health Care,25.20M,130.50M,19,2.00,4.91,0.20,0.95,0.97,-,0.48,0.55,28.70%,23.00%,4.90%,19.30%,48.18M,1.67
ASRV,3.1,3.85,UP,68963847,Finance,8.40M,46.90M,319,-,8.01,-,1.44,0.63,33.68,0.00,0.49,39.90%,6.60%,25.60%,15.80%,17.11M,0.64
ASTC,1.83,0.68,DOWN,20373854,Industrials,-8.30M,0.90M,14,-,-,-,24.82,0.39,-,0.02,-0.17,18.10%,-14.80%,-15.90%,-,48.29M,-0.64
ASTE,57.76,68.9,UP,1001940400,Industrials,0.30M,1.14B,4041,2.00,4392.00,439.20,0.88,1.56,-,0.01,0.01,98.90%,0.00%,3.60%,0.00%,22.85M,1.56
ASTI,37,13.5,DOWN,94666965,Technology,-12.80M,1.30M,51,-,-,-,75.44,-,-,-,-1.75,0.74%,904.20%,-157.00%,-,30.59M,1.58
ASTS,12.95,8.14,DOWN,391189445,Consumer Discretionary,-12.60M,18.30M,386,2.00,-,-,78.45,4.25,-,0.05,-0.24,22.60%,-13.20%,-82.70%,-69.00%,51.87M,-
ASUR,7.28,7.51,UP,132533373,Technology,-7.90M,83.70M,508,1.80,-,-,1.57,0.90,12.65,0.24,-0.38,65.10%,-5.00%,2.70%,-9.40%,20.11M,0.84
ASYS,6.36,9.78,UP,128753839,Technology,13.90M,100.20M,296,2.00,9.50,0.48,1.31,1.37,-,0.00,0.98,69.10%,15.80%,2.00%,13.80%,13.89M,1.31
ATCX,7.49,8.41,UP,280942221,Consumer Discretionary,-15.10M,575.70M,3600,1.80,-,-,0.49,-,36.51,-,-0.44,28.40%,12.20%,7.50%,-2.60%,35.93M,0.73
ATEC,14.04,11.62,DOWN,1084240646,Health Care,-163.40M,291.90M,561,1.80,-,-,3.53,98.20,-,31.21,-1.63,50.40%,-268.20%,-33.40%,-56.00%,102.85M,1.41
ATEX,36.79,59.12,UP,729643219,Consumer Discretionary,-38.70M,1.20M,73,2.20,-,-,586.55,4.21,66.40,0.00,-2.08,80.00%,-26.30%,-20.30%,-,18.95M,0.65
ATHA,29.77,12.41,DOWN,126122110,Health Care,-77.30M,-,34,2.30,-,-,-,0.41,-,0.00,-1.99,64.10%,-24.90%,-,-,37.67M,-
ATHE,1.4,0.77,DOWN,15845258,Health Care,-8.20M,5.12M,12,1.50,-,-,3.47,0.66,-,0.00,-0.20,1.80%,-36.30%,-,-,40.12M,1.19
ATHX,45,21.89,DOWN,32036524,Health Care,-83.80M,10.70M,104,4.00,-,-,2.65,-,-,-,-8.61,12.80%,-977.10%,-,-,12.93M,-0.58
ATIF,4.34,3.64,DOWN,12734332,Consumer Discretionary,-1.90M,0.90M,24,-,-,-,15.52,1.91,-,0.00,-0.20,0.04%,-,-25.20%,-,9.63M,-0.51
ATLC,22.62,72.47,UP,414836930,Finance,150.60M,536.30M,328,2.00,3.47,0.17,0.72,1.33,-,5.42,7.51,15.90%,54.00%,10.40%,28.10%,14.74M,1.65
ATLO,23.31,24.43,UP,199985794,Finance,20.20M,59.20M,261,-,10.13,-,3.43,1.30,12.47,0.00,2.23,19.90%,12.20%,24.10%,38.90%,9.06M,0.55
ATNF,2.51,3.92,UP,11587560,Health Care,23.80M,-,7,2.50,0.55,-,-,0.31,-,0.02,0.70,6.60%,59.50%,-,-,37.70M,0.42
ATNI,44.56,40.18,DOWN,677350763,Telecommunications,-28.50M,721.30M,2300,1.70,-,-,0.95,1.21,-,0.67,-1.80,68.30%,-4.30%,-1.40%,-3.60%,15.75M,0.34
ATNX,11.32,1.5,DOWN,30464342,Health Care,-185.30M,117.90M,652,2.00,-,-,0.26,1.82,-,10.16,-1.68,29.40%,-300.50%,-86.20%,-,156.79M,1.11
ATOM,15.9,20.55,UP,214658527,Technology,-16.90M,0.40M,19,2.00,-,-,532.85,9.83,-,0.23,-0.74,32.00%,-63.40%,-45.90%,-,22.94M,1.55
ATOS,0.95,1.66,UP,125294557,Health Care,-21.50M,-,4,2.00,-,-,-,0.84,-,0.00,-0.17,25.00%,-15.80%,-,-,126.62M,1.66
ATRA,19.64,16.12,DOWN,436425730,Health Care,-247.70M,71.80M,434,2.60,-,-,6.00,1.87,-,0.00,-2.56,-,-92.40%,-121.70%,-,101.60M,1.01
ATRC,53.79,68.52,UP,1962370040,Health Care,53.30M,302.80M,875,1.70,35.28,1.76,6.08,4.04,-,0.15,1.15,-,11.00%,9.90%,17.20%,45.69M,1.23
ATRI,654.1,699.9,UP,1069557373,Health Care,34.30M,179.20M,667,-,33.12,-,6.32,4.58,343.19,0.00,19.00,70.90%,14.00%,12.60%,19.10%,1.79M,0.28
ATRO,12.14,11.97,DOWN,297354811,Industrials,-19.70M,473.20M,2100,2.30,-,-,0.74,1.21,-,0.54,-0.62,72.10%,-7.70%,-4.00%,-4.20%,32.08M,1.71
ATSG,30.94,28.99,DOWN,2182669572,Consumer Discretionary,210.80M,1.94B,5280,1.70,11.24,22.49,1.08,1.50,75.49,0.96,2.54,-,16.20%,9.50%,11.00%,73.98M,0.72
ATVI,89.9,67.49,DOWN,56963654496,Consumer Discretionary,1.88B,7.64B,9800,2.30,29.71,2.14,7.22,3.05,28.68,0.20,2.39,82.20%,10.60%,13.20%,24.60%,782.00M,0.49
ATXI,89.55,13.22,DOWN,9885882,Health Care,-5.20M,-,4,3.00,-,-,-,4.07,-,0.00,-4.00,1.10%,-415.90%,-,-,4.13M,-0.58
ATXS,13.5,5.08,DOWN,146164544,Health Care,-43.90M,-,29,1.20,-,-,-,36.43,-,0.00,-3.38,50.50%,-230.50%,-,-,13.02M,1.05
AUB,32.4,37.36,UP,2594462071,Finance,199.90M,605.80M,1876,1.50,12.94,1.62,4.29,1.08,9.54,0.17,2.66,73.40%,9.30%,17.90%,39.50%,74.85M,1.06
AUBN,41.55,32.18,DOWN,82977964,Finance,7.80M,27.50M,152,-,10.57,-,2.97,1.08,-,0.00,2.21,7.80%,8.70%,22.40%,29.50%,3.51M,0.58
AUDC,27.39,34.77,UP,645032236,Utilities,31.10M,264.20M,885,-,19.74,2.19,2.22,3.21,57.05,0.00,0.94,45.40%,15.90%,16.40%,11.80%,31.81M,0.59
AUID,4.44,14.4,UP,29995196,Technology,-23.60M,1.40M,60,-,-,-,20.66,3.61,-,1.08,-1.00,14.00%,-208.80%,-147.50%,-,24.67M,2.19
AUPH,13.54,22.78,UP,1156421275,Health Care,-156.70M,87.90M,300,1.60,-,-,8.27,1.69,-,0.00,-1.16,37.00%,-38.00%,-37.90%,-,141.73M,0.92
AUTL,9.36,5.29,DOWN,261647446,Health Care,-154.80M,0.60M,324,2.00,-,-,339.84,0.97,-,0.00,-1.84,56.10%,-59.30%,-45.00%,-,90.93M,1.53
AVAV,85.93,62.2,DOWN,2292250235,Industrials,1.40M,453.20M,1214,2.10,1520.00,83.52,4.80,3.52,-,0.31,0.06,88.20%,0.20%,0.90%,0.30%,24.80M,0.54
AVCO,1.12,0.89,DOWN,39217405,Real Estate,-8.50M,1.40M,5,-,-,-,41.48,-,-,14.50,-0.10,0.90%,-529.20%,-140.20%,-,88.93M,0.81
AVCT,111.75,33.15,DOWN,23168316,Technology,-101.30M,19.40M,356,-,-,-,1.73,-,-,-,-30.39,5.30%,-,-246.00%,-,32.48M,0.83
AVDL,6.66,8.02,UP,394989861,Health Care,-134.20M,-,66,1.90,-,-,-,-,-,-,-2.28,57.10%,-234.30%,-,-,59.04M,1.52
AVEO,5.97,4.81,DOWN,512684320,Health Care,-36.10M,79.00M,115,2.60,-,-,6.49,16.61,-,1.25,-1.05,45.40%,-87.80%,-,-45.70%,34.50M,1.03
AVGO,425.22,665.08,UP,190089593405,Technology,9.83B,31.68B,20000,1.80,20.70,1.36,6.40,9.22,23.86,1.89,22.96,78.30%,43.80%,12.80%,31.00%,424.48M,1.10
AVGR,11.86,9.5,DOWN,7321385,Health Care,-28.70M,8.80M,74,2.00,-,-,0.78,1.04,-,0.00,-5.78,6.10%,-311.80%,-71.80%,-,7.04M,1.52
AVID,14.58,32.5,UP,1238263030,Technology,48.00M,419.00M,1405,2.30,23.86,1.59,2.64,-,23.61,-,1.05,81.50%,-37.10%,111.00%,11.40%,44.74M,1.27
AVIR,41.42,9.05,DOWN,499551618,Health Care,15.50M,225.00M,63,2.60,51.49,-,2.15,0.74,-,0.00,0.11,70.30%,2.40%,17.00%,6.90%,83.26M,-
AVNW,17.25,32.11,UP,366215250,Telecommunications,21.20M,303.00M,636,2.00,16.37,1.36,1.08,1.62,327.56,0.00,1.78,74.20%,10.90%,9.60%,7.00%,11.15M,1.74
AVO,15,15.76,UP,1176558997,Consumer Discretionary,24.30M,1.04B,2800,1.60,48.51,7.24,1.13,2.16,-,0.29,0.34,22.90%,4.60%,5.70%,2.30%,70.66M,-
AVPT,14.84,6.54,DOWN,803680788,Technology,-39.20M,213.80M,1934,2.00,-,-,3.50,2.98,1870.85,0.00,-0.22,41.20%,-16.00%,-21.50%,-18.30%,182.49M,-
AVRO,14.57,3.85,DOWN,30554179,Health Care,-118.70M,-,122,2.20,-,-,-,0.24,-,0.13,-2.72,62.00%,-76.00%,-,-,43.70M,1.57
AVT,35.37,41.31,UP,3738264178,Technology,765.30M,25.48B,15300,3.00,5.41,0.52,0.15,0.98,-,0.58,7.78,-,18.40%,13.70%,3.00%,94.05M,1.33
AVTX,31.68,20.04,DOWN,56484630,Health Care,-71.60M,3.80M,42,1.70,-,-,14.99,-,-,-,-7.83,61.60%,-449.20%,-146.60%,-,9.40M,1.70
AVXL,5.29,17.4,UP,950122915,Health Care,-45.40M,-,25,1.80,-,-,-,5.89,-,0.00,-0.59,32.80%,-30.30%,-,-,77.44M,0.79
AWH,6.31,1.93,DOWN,49469962,Health Care,-36.20M,7.50M,106,2.50,-,-,5.89,3.01,-,0.21,-0.32,15.80%,-138.40%,-96.20%,-,112.24M,2.79
AWRE,3.41,3.19,DOWN,35427362,Technology,-5.40M,17.10M,81,2.00,-,-,2.05,0.86,-,0.00,-0.25,33.30%,-13.20%,-14.00%,-31.60%,21.66M,0.21
AXDX,8.02,5.11,DOWN,124815509,Health Care,-63.80M,13.30M,220,2.00,-,-,9.77,-,-,-,-0.94,22.50%,131.80%,-84.70%,-,76.23M,1.23
AXGN,17.51,9.28,DOWN,480765840,Health Care,-31.60M,128.20M,428,1.70,-,-,3.60,4.41,-,0.45,-0.76,76.80%,-29.20%,-16.20%,-24.70%,41.99M,0.54
AXLA,5.04,2.06,DOWN,44100715,Health Care,-73.80M,-,59,1.60,-,-,-,4.99,-,2.71,-1.73,64.80%,-283.10%,-,-,52.62M,1.04
AXNX,49.14,56.22,UP,3586269586,Health Care,-75.50M,240.90M,517,2.00,-,-,13.45,6.36,-,0.00,-1.66,-,-17.10%,-15.00%,-33.30%,49.48M,0.42
AXON,116.85,156.07,UP,10294909566,Consumer Discretionary,140.80M,991.60M,2148,1.80,76.55,6.38,10.48,8.84,280.99,0.00,1.94,77.50%,12.60%,-8.30%,14.20%,71.04M,0.70
AXSM,81.44,38.02,DOWN,1932940330,Health Care,-149.90M,8.80M,108,1.80,-,-,240.45,145.69,-,6.15,-3.92,56.70%,-679.60%,-,-,39.08M,1.75
AXTI,9.83,8.64,DOWN,196566672,Technology,14.10M,145.70M,1008,2.00,14.98,1.00,1.41,0.98,-,0.16,0.33,55.90%,6.80%,5.80%,9.70%,42.00M,1.89
AY,39.29,36.09,DOWN,3196803954,Utilities,-19.20M,1.16B,655,2.70,-,-,2.71,2.00,9.58,3.57,-0.18,47.90%,-1.20%,4.20%,-1.70%,114.34M,0.82
AYLA,11.26,8.75,DOWN,11347495,Health Care,-38.10M,2.30M,35,3.00,-,-,4.46,0.60,-,0.00,-2.53,48.50%,-131.60%,-116.90%,-,15.31M,-
AYTU,6.23,1.37,DOWN,10438752,Health Care,-110.20M,96.70M,164,2.00,-,-,0.10,0.12,-,0.39,-3.81,11.50%,-135.90%,-173.10%,-,62.43M,-0.21
AZN,50.52,58.47,UP,182408192888,Health Care,-1253.00M,44.04B,83100,1.80,-,-,4.28,5.27,85.44,0.82,-0.42,18.50%,-3.30%,2.00%,-2.80%,3.10B,0.51
AZPN,130.7,152,UP,15448793220,Technology,53.10M,579.10M,3574,2.10,192.70,10.59,25.39,0.87,75.48,0.02,1.18,42.10%,1.50%,0.40%,10.00%,50.18M,1.01
AZTA,66.32,103.18,UP,3353787161,Health Care,-28.40M,554.90M,2900,1.80,-,-,5.53,0.92,-,0.00,-0.38,-,-,-0.80%,-,74.99M,1.52
AZYO,13.2,6.28,DOWN,110475434,Health Care,-34.90M,46.50M,162,2.00,-,-,2.45,-,-,-,-2.92,88.60%,-525.80%,-56.60%,-75.10%,13.62M,-
BACK,1.61,1.15,DOWN,11188864,Health Care,-11.60M,16.80M,154,2.00,-,-,0.56,0.68,-,0.01,-0.44,16.70%,-65.00%,-54.90%,-68.90%,26.80M,-0.42
BAND,158.47,72.87,DOWN,301116600,Technology,-28.20M,524.60M,1100,2.20,-,-,0.94,2.33,100.97,2.90,-1.12,82.20%,-8.80%,0.20%,-5.50%,25.28M,0.90
BANF,58.12,70.36,UP,3146656183,Finance,174.10M,349.80M,1948,3.20,18.64,2.66,9.08,2.69,28.32,0.07,5.22,55.00%,13.80%,22.50%,46.00%,32.75M,1.11
BANR,46.12,60.96,UP,2563014255,Finance,190.90M,533.60M,1891,2.00,13.13,1.88,4.70,1.68,-,0.12,5.53,88.00%,12.40%,25.40%,37.10%,34.31M,1.01
BBBY,18.03,14.93,DOWN,367157475,Consumer Discretionary,-1161.90M,6.83B,32000,3.90,-,-,0.05,-,-,-,-13.68,81.80%,-,-36.90%,-17.00%,79.71M,1.57
BBCP,3.85,8.18,UP,363370928,Consumer Discretionary,23.60M,374.20M,1300,1.40,16.71,-,1.06,1.36,-,1.39,0.42,63.60%,8.80%,3.10%,6.30%,54.01M,0.88
BBGI,1.63,1.95,UP,31611485,Consumer Discretionary,-9.10M,254.20M,811,1.50,-,-,0.12,0.13,-,1.18,-0.31,26.40%,-3.60%,4.50%,-3.60%,29.42M,1.12
BBIG,0.85,1.74,UP,215329021,Consumer Discretionary,-1018.70M,18.80M,45,-,-,-,8.79,-,-,-,-15.03,21.00%,-,-50.90%,-,210.59M,0.19
BBIO,63.64,14.55,DOWN,1575117033,Health Care,-509.40M,90.70M,576,1.60,-,-,14.97,-,-,-,-3.49,95.70%,55.40%,-69.10%,-,146.69M,0.59
BBSI,65.76,69.11,UP,620153345,Consumer Discretionary,43.80M,1.01B,121660,1.50,16.11,1.07,0.67,3.89,-,0.00,5.89,87.80%,22.60%,14.80%,4.30%,7.16M,1.31
BCAB,33.77,20.25,DOWN,258485936,Health Care,-99.50M,0.00M,56,1.90,-,-,-,1.84,-,0.00,-2.73,71.40%,-50.00%,-45.40%,-,37.54M,-
BCBP,11.1,15.49,UP,335318802,Finance,43.30M,120.90M,292,3.00,7.89,0.79,2.77,1.31,10.13,0.15,2.50,40.70%,14.60%,28.20%,29.70%,16.98M,0.65
BCDA,3.51,2.07,DOWN,34717269,Health Care,-12.00M,1.90M,28,2.00,-,-,17.56,4.92,-,0.00,-0.70,17.30%,-126.60%,-121.40%,-,17.65M,1.14
BCEL,15.77,3.02,DOWN,56150539,Health Care,-109.60M,-,105,1.40,-,-,-,0.54,-,0.00,-2.91,53.30%,-75.20%,-,-,38.59M,0.67
