"Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Recom.Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"AMWD",92.79,64.26,"DOWN",755960692,"Consumer Discretionary",-12600000,1.96e+09,10000,"2.80",NA,NA,0.37,0.94,36.84,0.62,-0.77,0.936,-0.017,-0.015,-0.006,16580000,1.78
"AMYT",13.66,10.55,"DOWN",437526452,"Health Care",2800000,2.39e+08,241,"1.60",NA,NA,2.64,1.31,NA,0.62,-0.09,0.746,0.008,-0.055,0.012,64160000,NA
"AMZN",159.33,168.64,"UP",1037584636431,"Consumer Discretionary",1.132e+10,5.0219e+11,1544000,"1.80",83.51,3.21,1.95,6.71,NA,0.59,1.08,0.597,0.084,0.095,0.023,1.019e+10,1.23
"ANAB",23.36,35.31,"UP",808771032,"Health Care",-1.08e+08,24100000,102,"2.60",NA,NA,33.22,2.7,NA,0,-3.89,NA,-0.314,-0.159,NA,28200000,0.02
"ANDE",24.19,38.58,"UP",1196814005,"Consumer Staples",133300000,1.521e+10,2296,"2.00",9.87,1.23,0.09,1.11,NA,1.52,3.88,0.866,0.092,0.06,0.007,33850000,0.77
"ANGH",10.12,10.16,"UP",59813004,"Consumer Discretionary",-17800000,35500000,169,"2.00",NA,NA,1.92,NA,NA,NA,-0.69,0.17,NA,1.717,-0.501,25770000,NA
"ANGI",12.97,9.22,"DOWN",1079555458,"Technology",-100600000,1.83e+09,5200,"2.20",NA,NA,0.5,0.89,NA,0,-0.2,0.993,-0.09,-0.028,-0.055,502450000,1.69
"ANGO",15.44,28.2,"UP",547899592,"Health Care",-32600000,320800000,760,"2.00",NA,NA,1.77,1.38,NA,0.12,-0.83,0.967,-0.077,-0.056,-0.102,39300000,0.73
"ANIK",42.84,36.38,"DOWN",412594220,"Health Care",-1.1e+07,151700000,297,"2.30",NA,NA,2.69,1.5,194.27,0,-0.76,0.953,-0.038,0.015,-0.073,14550000,0.96
"ANIP",30.22,46.88,"UP",670902309,"Health Care",-64600000,251300000,601,"2.20",NA,NA,2.63,1.99,NA,0.92,-4.3,0.749,-0.223,-0.042,-0.257,16270000,1.06
"ANIX",3.27,3.02,"DOWN",173134310,"Health Care",-14100000,0,4,"2.00",NA,NA,NA,5.12,NA,0,-0.47,0.108,-0.424,-0.371,NA,30450000,1.14
"ANNX",23.91,11.61,"DOWN",228746099,"Health Care",-145500000,NA,75,"1.60",NA,NA,NA,1.17,NA,0,-3.78,0.92,-0.673,NA,NA,47620000,NA
"ANPC",107.8,22,"DOWN",2169703,"Health Care",-14300000,2400000,89,"2.00",NA,NA,43.15,66.67,NA,1.45,-0.99,0.022,NA,-3.687,NA,17300000,NA
"ANSS",357.67,405.68,"UP",19240868935,"Technology",458300000,2e+09,5100,"2.40",42.48,4.77,9.74,4.33,34.28,0,5.21,0.965,0.104,0.086,0.23,8.7e+07,1.25
"ANTE",2.6,1.48,"DOWN",24629366,"Consumer Discretionary",-17300000,11700000,71,"-",NA,NA,2.29,0.5,NA,0.62,-0.98,0.015,-0.669,-0.359,NA,35690000,1.21
"AOSL",24.49,60.52,"UP",898214876,"Technology",453200000,777600000,2451,"3.30",2.11,0.12,1.18,1.08,11.36,0.09,16.03,0.673,0.63,0.498,0.583,27270000,2.41
"APA",14.77,27.06,"UP",14928963121,"Energy",3.08e+09,1.007e+10,2253,"2.20",5.57,0.17,1.59,28.95,3.88,9.05,8.89,0.841,-5.797,0.312,0.306,3.41e+08,3.69
"APCX",7.98,11.02,"UP",12430312,"Technology",-16100000,4e+05,8,"-",NA,NA,28.53,1.13,NA,0.17,-1.01,0.563,-2.802,NA,NA,16250000,1.65
"APDN",5.32,4.18,"DOWN",22930886,"Health Care",-12200000,17600000,78,"2.00",NA,NA,1.29,2.32,NA,0,-1.59,0.083,-1.44,-1.266,-0.693,12880000,0.7
"APEI",30.18,22.11,"DOWN",243334262,"Consumer Discretionary",-95600000,556600000,5800,"1.50",NA,NA,0.43,0.74,6.48,0.5,-5.07,NA,-0.245,0.04,-0.172,18860000,0.75
"APEN",3.63,7.88,"UP",259579564,"Health Care",-35900000,68500000,107,"1.80",NA,NA,3.76,6.25,NA,0,-0.97,0.744,-0.787,-0.145,-0.594,40880000,2.27
"API",39.78,16.94,"DOWN",327997000,"Technology",-99900000,1.65e+08,1311,"2.00",NA,NA,2.12,0.44,NA,0,-0.89,0.516,-0.118,-0.094,-0.605,111650000,NA
"APLD",0.23,25.02,"UP",208739245,"Finance",-12900000,14900000,55,"2.00",NA,NA,15.72,3.47,NA,0.22,-0.19,0.242,NA,-0.269,NA,93110000,4.93
"APLS",54.59,47.95,"DOWN",6640259034,"Health Care",-638400000,96600000,476,"1.80",NA,NA,54.01,15.17,NA,1.61,-6.77,0.89,-2.722,-0.861,NA,106630000,1.24
"APLT",22.07,9.16,"DOWN",37283281,"Health Care",-104600000,NA,33,"1.80",NA,NA,NA,0.75,NA,0,-3.97,0.656,-1.927,NA,NA,48020000,1.52
"APM",2.48,1.55,"DOWN",22493052,"Health Care",-10900000,1400000,26,"2.00",NA,NA,14.93,0.98,NA,0.13,-0.3,0.044,-0.363,-0.811,NA,35680000,-0.04
"APPF",177.05,123.07,"DOWN",4343275951,"Technology",-49800000,443400000,1600,"2.70",NA,NA,8.95,14.42,205.54,0,-1.43,0.801,-0.177,-0.042,-0.112,35040000,1.03
"APPH",14.93,4,"DOWN",221465505,"Consumer Staples",-1.65e+08,13100000,500,"1.70",NA,NA,15.76,0.57,NA,0.48,-1.63,0.381,-0.419,-0.388,NA,105890000,NA
"APPN",143.7,68.5,"DOWN",3565980682,"Technology",-123700000,421700000,1798,"2.60",NA,NA,5.97,12.67,NA,0,-1.72,0.731,-0.528,-0.362,-0.293,72390000,1.63
"APPS",52.32,62.84,"UP",1449041840,"Technology",36200000,778200000,844,"1.60",35.81,3.58,1.53,2.07,9.54,0.82,0.34,0.743,0.07,0.08,0.046,97820000,2.32
"APRE",4.73,2.94,"DOWN",15681577,"Health Care",-123400000,NA,16,"1.50",NA,NA,NA,NA,NA,NA,-5.5,0.085,-4.458,NA,NA,5.3e+07,NA
"APTO",4.37,1.41,"DOWN",41966416,"Health Care",-57700000,NA,41,"1.70",NA,NA,NA,1.26,NA,0,-0.64,0.351,NA,NA,NA,85770000,1.38
"APTX",3.44,2.82,"DOWN",20314715,"Health Care",-78300000,0,40,"2.30",NA,NA,NA,0.35,NA,0.39,-1.16,0.505,-0.905,-0.684,NA,67720000,1.12
"APVO",37.18,7.91,"DOWN",15679184,"Health Care",6300000,9900000,54,"2.00",2.47,NA,1.48,0.62,NA,0.19,1.16,0.16,1.098,NA,0.713,5090000,5.28
"APWC",2.25,1.99,"DOWN",26388771,"Industrials",-2900000,458700000,1190,"-",NA,NA,0.06,0.18,NA,0.39,-0.2,0.01,-0.019,-0.016,-0.006,20020000,0.63
"APYX",6.91,12.59,"UP",172692305,"Health Care",-17600000,51400000,272,"2.00",NA,NA,3.35,3.76,NA,0,-0.51,0.61,-0.346,-0.275,-0.342,34460000,1.52
"AQMS",3.46,1.24,"DOWN",64806938,"Utilities",-13700000,2e+05,23,"1.50",NA,NA,296.28,2.33,NA,0.01,-0.19,0.186,-0.49,-0.465,NA,75220000,1.44
"AQST",5.54,3.94,"DOWN",46415069,"Health Care",-7.3e+07,49900000,157,"1.70",NA,NA,0.99,NA,NA,NA,-1.76,0.315,NA,1.702,NA,53420000,2.81
"ARAV",5.35,2.23,"DOWN",42115211,"Health Care",-55600000,6100000,23,"1.70",NA,NA,6.44,1.7,NA,0,-2.37,0.183,-1.341,NA,NA,30500000,2.4
"ARAY",4.25,4.84,"UP",187784396,"Health Care",-5300000,429900000,1044,"1.70",NA,NA,0.46,3.67,NA,3.39,-0.06,0.684,-0.106,0.021,-0.012,93040000,1.65
"ARCB",43.08,116.95,"UP",1942947635,"Industrials",301200000,4.93e+09,14000,"2.10",6.59,0.49,0.37,1.76,8.66,0.21,11.54,0.912,0.264,0.188,0.053,24610000,1.56
"ARCE",34.48,21.54,"DOWN",654643859,"Consumer Discretionary",-11700000,2.87e+08,2986,"2.20",NA,NA,2.22,1.66,NA,0.88,-0.22,NA,-0.032,0.039,-0.041,55920000,0.81
"ARCT",48.9,38.88,"DOWN",472527627,"Health Care",-165500000,40600000,177,"2.50",NA,NA,14.55,3.55,NA,0.37,-6.28,0.793,-0.785,NA,NA,26430000,2.51
"ARDS",6.04,2.32,"DOWN",18586672,"Health Care",-48700000,3e+06,34,"2.30",NA,NA,8.02,NA,NA,NA,-3.41,0.081,2.969,5.914,NA,24910000,1.41
"ARDX",6.47,1.13,"DOWN",231937899,"Health Care",-134800000,5200000,86,"1.90",NA,NA,39.78,3.89,NA,0.5,-1.13,0.354,-1.917,-1.343,NA,145540000,1.47
"ARGX",297.04,353.03,"UP",21428569778,"Health Care",-908800000,262600000,650,"1.80",NA,NA,79.1,6.72,NA,0,-17.47,0.633,-0.355,-0.14,NA,55060000,0.84
"ARKO",9.02,8.78,"DOWN",1229563310,"Energy",76700000,8.54e+09,11236,"1.80",17.53,NA,0.14,5.07,NA,3.87,0.58,0.583,0.313,0.108,0.009,121530000,NA
"ARKR",18.06,16.74,"DOWN",74420413,"Consumer Discretionary",15300000,179600000,926,"-",4.58,NA,0.4,1.17,4.47,0.42,4.26,0.159,0.284,0.186,0.085,3560000,1.03
"ARLP",4.65,12.39,"UP",3095931630,"Energy",297800000,1.97e+09,2990,"1.70",10.34,NA,1.53,2.3,NA,0.32,2.34,0.279,NA,0.132,NA,127190000,1.37
"AROW",28.17,33.95,"UP",580453587,"Finance",4.7e+07,122100000,512,"-",12.08,1.75,4.69,1.59,14.53,0.07,2.84,0.451,0.136,0.241,0.403,16490000,0.68
"ARQT",28.44,20.48,"DOWN",1058698565,"Health Care",-2.6e+08,NA,147,"1.90",NA,NA,NA,4.87,NA,0.37,-5.14,0.806,-0.937,NA,NA,59990000,NA
"ARRY",42.42,15.94,"DOWN",2714141653,"Technology",-113800000,1.13e+09,1135,"2.30",NA,NA,2.07,36.23,NA,12.75,-0.82,NA,-4.255,-0.022,-0.1,150200000,NA
"ARTL",12.53,8.06,"DOWN",8263230,"Health Care",-10300000,NA,4,"1.70",NA,NA,NA,0.33,NA,0,-4.53,0.033,-0.419,NA,NA,2830000,2.52
"ARTNA",36.79,46.11,"UP",498179913,"Utilities",17600000,94800000,245,"1.00",27.52,6.88,5.18,2.68,NA,1.03,1.87,0.583,0.099,0.064,0.186,9450000,0.18
"ARTW",3.08,3.47,"UP",10004199,"Industrials",4e+05,28300000,131,"-",22.64,NA,0.35,0.89,NA,0.77,0.09,0.057,-0.039,0.027,-0.014,4700000,0.44
"ARVL",26.61,7.86,"DOWN",504718532,"Consumer Discretionary",-1090700000,NA,2695,"2.50",NA,NA,NA,0.27,NA,0.38,-1.82,0.13,-1.304,NA,NA,486070000,NA
"ARVN",83.84,79.84,"DOWN",2682611176,"Health Care",-233100000,91100000,280,"1.90",NA,NA,24.04,3.37,4.35,0,-4.46,0.97,-0.312,NA,NA,53200000,1.89
"ARWR",74.83,67.35,"DOWN",3681426933,"Health Care",-153900000,249900000,329,"2.00",NA,NA,14.24,8,NA,0,-1.48,0.697,-0.365,-0.365,-0.616,105750000,1.41
"ASLE",15,17.48,"UP",1093504510,"Consumer Discretionary",53200000,452500000,509,"2.00",19.37,NA,2.2,2.08,9.3,0,0.95,0.647,0.126,0.11,0.118,51730000,0.51
"ASLN",1.86,1.11,"DOWN",27207397,"Health Care",-37500000,NA,27,"2.00",NA,NA,NA,0.69,NA,0.81,-0.51,0.336,NA,NA,NA,69740000,1.42
"ASMB",6.04,2.29,"DOWN",79678668,"Health Care",-126600000,6300000,102,"2.70",NA,NA,11.3,0.58,NA,0,-2.74,0.351,-0.762,-0.771,NA,48290000,0.71
"ASML",500,800.22,"UP",187859195640,"Technology",5.52e+09,1.95e+10,34720,"1.90",35.09,1.18,10.1,24.36,27.74,0,13.78,0.198,0.646,0.389,0.283,399420000,1.36
"ASND",165.49,136.41,"DOWN",6394177020,"Health Care",-388600000,18800000,639,"1.60",NA,NA,369.47,11.59,NA,0.84,-6.92,NA,-0.498,-0.457,NA,57030000,0.54
"ASO",21.19,42.72,"UP",3492861894,"Consumer Discretionary",641700000,6.56e+09,22011,"1.70",6,0.55,0.52,2.35,8.12,0.45,7.2,NA,0.436,0.333,0.098,79740000,NA
"ASPS",12.34,11.42,"DOWN",186334204,"Finance",24600000,161900000,2024,"2.50",10.65,0.53,1.42,NA,NA,NA,1.32,0.34,-0.253,0.148,0.152,16080000,1.07
"ASPU",10.27,2.46,"DOWN",10271070,"Consumer Discretionary",-12400000,76200000,312,"2.30",NA,NA,0.13,0.26,NA,0.38,-0.49,0.372,-0.289,-0.155,-0.163,25200000,1.36
"ASRT",1.76,2.19,"UP",125022546,"Health Care",25200000,130500000,19,"2.00",4.91,0.2,0.95,0.97,NA,0.48,0.55,0.287,0.23,0.049,0.193,48180000,1.67
"ASRV",3.1,3.85,"UP",68963847,"Finance",8400000,46900000,319,"-",8.01,NA,1.44,0.63,33.68,0,0.49,0.399,0.066,0.256,0.158,17110000,0.64
"ASTC",1.83,0.68,"DOWN",20373854,"Industrials",-8300000,9e+05,14,"-",NA,NA,24.82,0.39,NA,0.02,-0.17,0.181,-0.148,-0.159,NA,48290000,-0.64
"ASTE",57.76,68.9,"UP",1001940400,"Industrials",3e+05,1.14e+09,4041,"2.00",4392,439.2,0.88,1.56,NA,0.01,0.01,0.989,0,0.036,0,22850000,1.56
"ASTI",37,13.5,"DOWN",94666965,"Technology",-12800000,1300000,51,"-",NA,NA,75.44,NA,NA,NA,-1.75,0.0074,9.042,-1.57,NA,30590000,1.58
"ASTS",12.95,8.14,"DOWN",391189445,"Consumer Discretionary",-12600000,18300000,386,"2.00",NA,NA,78.45,4.25,NA,0.05,-0.24,0.226,-0.132,-0.827,-0.69,51870000,NA
"ASUR",7.28,7.51,"UP",132533373,"Technology",-7900000,83700000,508,"1.80",NA,NA,1.57,0.9,12.65,0.24,-0.38,0.651,-0.05,0.027,-0.094,20110000,0.84
"ASYS",6.36,9.78,"UP",128753839,"Technology",13900000,100200000,296,"2.00",9.5,0.48,1.31,1.37,NA,0,0.98,0.691,0.158,0.02,0.138,13890000,1.31
"ATCX",7.49,8.41,"UP",280942221,"Consumer Discretionary",-15100000,575700000,3600,"1.80",NA,NA,0.49,NA,36.51,NA,-0.44,0.284,0.122,0.075,-0.026,35930000,0.73
"ATEC",14.04,11.62,"DOWN",1084240646,"Health Care",-163400000,291900000,561,"1.80",NA,NA,3.53,98.2,NA,31.21,-1.63,0.504,-2.682,-0.334,-0.56,102850000,1.41
"ATEX",36.79,59.12,"UP",729643219,"Consumer Discretionary",-38700000,1200000,73,"2.20",NA,NA,586.55,4.21,66.4,0,-2.08,0.8,-0.263,-0.203,NA,18950000,0.65
"ATHA",29.77,12.41,"DOWN",126122110,"Health Care",-77300000,NA,34,"2.30",NA,NA,NA,0.41,NA,0,-1.99,0.641,-0.249,NA,NA,37670000,NA
"ATHE",1.4,0.77,"DOWN",15845258,"Health Care",-8200000,5120000,12,"1.50",NA,NA,3.47,0.66,NA,0,-0.2,0.018,-0.363,NA,NA,40120000,1.19
"ATHX",45,21.89,"DOWN",32036524,"Health Care",-83800000,10700000,104,"4.00",NA,NA,2.65,NA,NA,NA,-8.61,0.128,-9.771,NA,NA,12930000,-0.58
"ATIF",4.34,3.64,"DOWN",12734332,"Consumer Discretionary",-1900000,9e+05,24,"-",NA,NA,15.52,1.91,NA,0,-0.2,4e-04,NA,-0.252,NA,9630000,-0.51
"ATLC",22.62,72.47,"UP",414836930,"Finance",150600000,536300000,328,"2.00",3.47,0.17,0.72,1.33,NA,5.42,7.51,0.159,0.54,0.104,0.281,14740000,1.65
"ATLO",23.31,24.43,"UP",199985794,"Finance",20200000,59200000,261,"-",10.13,NA,3.43,1.3,12.47,0,2.23,0.199,0.122,0.241,0.389,9060000,0.55
"ATNF",2.51,3.92,"UP",11587560,"Health Care",23800000,NA,7,"2.50",0.55,NA,NA,0.31,NA,0.02,0.7,0.066,0.595,NA,NA,37700000,0.42
"ATNI",44.56,40.18,"DOWN",677350763,"Telecommunications",-28500000,721300000,2300,"1.70",NA,NA,0.95,1.21,NA,0.67,-1.8,0.683,-0.043,-0.014,-0.036,15750000,0.34
"ATNX",11.32,1.5,"DOWN",30464342,"Health Care",-185300000,117900000,652,"2.00",NA,NA,0.26,1.82,NA,10.16,-1.68,0.294,-3.005,-0.862,NA,156790000,1.11
"ATOM",15.9,20.55,"UP",214658527,"Technology",-16900000,4e+05,19,"2.00",NA,NA,532.85,9.83,NA,0.23,-0.74,0.32,-0.634,-0.459,NA,22940000,1.55
"ATOS",0.95,1.66,"UP",125294557,"Health Care",-21500000,NA,4,"2.00",NA,NA,NA,0.84,NA,0,-0.17,0.25,-0.158,NA,NA,126620000,1.66
"ATRA",19.64,16.12,"DOWN",436425730,"Health Care",-247700000,71800000,434,"2.60",NA,NA,6,1.87,NA,0,-2.56,NA,-0.924,-1.217,NA,101600000,1.01
"ATRC",53.79,68.52,"UP",1962370040,"Health Care",53300000,302800000,875,"1.70",35.28,1.76,6.08,4.04,NA,0.15,1.15,NA,0.11,0.099,0.172,45690000,1.23
"ATRI",654.1,699.9,"UP",1069557373,"Health Care",34300000,179200000,667,"-",33.12,NA,6.32,4.58,343.19,0,19,0.709,0.14,0.126,0.191,1790000,0.28
"ATRO",12.14,11.97,"DOWN",297354811,"Industrials",-19700000,473200000,2100,"2.30",NA,NA,0.74,1.21,NA,0.54,-0.62,0.721,-0.077,-0.04,-0.042,32080000,1.71
"ATSG",30.94,28.99,"DOWN",2182669572,"Consumer Discretionary",210800000,1.94e+09,5280,"1.70",11.24,22.49,1.08,1.5,75.49,0.96,2.54,NA,0.162,0.095,0.11,73980000,0.72
"ATVI",89.9,67.49,"DOWN",56963654496,"Consumer Discretionary",1.88e+09,7.64e+09,9800,"2.30",29.71,2.14,7.22,3.05,28.68,0.2,2.39,0.822,0.106,0.132,0.246,7.82e+08,0.49
"ATXI",89.55,13.22,"DOWN",9885882,"Health Care",-5200000,NA,4,"3.00",NA,NA,NA,4.07,NA,0,-4,0.011,-4.159,NA,NA,4130000,-0.58
"ATXS",13.5,5.08,"DOWN",146164544,"Health Care",-43900000,NA,29,"1.20",NA,NA,NA,36.43,NA,0,-3.38,0.505,-2.305,NA,NA,13020000,1.05
"AUB",32.4,37.36,"UP",2594462071,"Finance",199900000,605800000,1876,"1.50",12.94,1.62,4.29,1.08,9.54,0.17,2.66,0.734,0.093,0.179,0.395,74850000,1.06
"AUBN",41.55,32.18,"DOWN",82977964,"Finance",7800000,27500000,152,"-",10.57,NA,2.97,1.08,NA,0,2.21,0.078,0.087,0.224,0.295,3510000,0.58
"AUDC",27.39,34.77,"UP",645032236,"Utilities",31100000,264200000,885,"-",19.74,2.19,2.22,3.21,57.05,0,0.94,0.454,0.159,0.164,0.118,31810000,0.59
"AUID",4.44,14.4,"UP",29995196,"Technology",-23600000,1400000,60,"-",NA,NA,20.66,3.61,NA,1.08,-1,0.14,-2.088,-1.475,NA,24670000,2.19
"AUPH",13.54,22.78,"UP",1156421275,"Health Care",-156700000,87900000,300,"1.60",NA,NA,8.27,1.69,NA,0,-1.16,0.37,-0.38,-0.379,NA,141730000,0.92
"AUTL",9.36,5.29,"DOWN",261647446,"Health Care",-154800000,6e+05,324,"2.00",NA,NA,339.84,0.97,NA,0,-1.84,0.561,-0.593,-0.45,NA,90930000,1.53
"AVAV",85.93,62.2,"DOWN",2292250235,"Industrials",1400000,453200000,1214,"2.10",1520,83.52,4.8,3.52,NA,0.31,0.06,0.882,0.002,0.009,0.003,24800000,0.54
"AVCO",1.12,0.89,"DOWN",39217405,"Real Estate",-8500000,1400000,5,"-",NA,NA,41.48,NA,NA,14.5,-0.1,0.009,-5.292,-1.402,NA,88930000,0.81
"AVCT",111.75,33.15,"DOWN",23168316,"Technology",-101300000,19400000,356,"-",NA,NA,1.73,NA,NA,NA,-30.39,0.053,NA,-2.46,NA,32480000,0.83
"AVDL",6.66,8.02,"UP",394989861,"Health Care",-134200000,NA,66,"1.90",NA,NA,NA,NA,NA,NA,-2.28,0.571,-2.343,NA,NA,59040000,1.52
"AVEO",5.97,4.81,"DOWN",512684320,"Health Care",-36100000,7.9e+07,115,"2.60",NA,NA,6.49,16.61,NA,1.25,-1.05,0.454,-0.878,NA,-0.457,34500000,1.03
"AVGO",425.22,665.08,"UP",190089593405,"Technology",9.83e+09,3.168e+10,20000,"1.80",20.7,1.36,6.4,9.22,23.86,1.89,22.96,0.783,0.438,0.128,0.31,424480000,1.1
"AVGR",11.86,9.5,"DOWN",7321385,"Health Care",-28700000,8800000,74,"2.00",NA,NA,0.78,1.04,NA,0,-5.78,0.061,-3.118,-0.718,NA,7040000,1.52
"AVID",14.58,32.5,"UP",1238263030,"Technology",4.8e+07,4.19e+08,1405,"2.30",23.86,1.59,2.64,NA,23.61,NA,1.05,0.815,-0.371,1.11,0.114,44740000,1.27
"AVIR",41.42,9.05,"DOWN",499551618,"Health Care",15500000,2.25e+08,63,"2.60",51.49,NA,2.15,0.74,NA,0,0.11,0.703,0.024,0.17,0.069,83260000,NA
"AVNW",17.25,32.11,"UP",366215250,"Telecommunications",21200000,3.03e+08,636,"2.00",16.37,1.36,1.08,1.62,327.56,0,1.78,0.742,0.109,0.096,0.07,11150000,1.74
"AVO",15,15.76,"UP",1176558997,"Consumer Discretionary",24300000,1.04e+09,2800,"1.60",48.51,7.24,1.13,2.16,NA,0.29,0.34,0.229,0.046,0.057,0.023,70660000,NA
"AVPT",14.84,6.54,"DOWN",803680788,"Technology",-39200000,213800000,1934,"2.00",NA,NA,3.5,2.98,1870.85,0,-0.22,0.412,-0.16,-0.215,-0.183,182490000,NA
"AVRO",14.57,3.85,"DOWN",30554179,"Health Care",-118700000,NA,122,"2.20",NA,NA,NA,0.24,NA,0.13,-2.72,0.62,-0.76,NA,NA,43700000,1.57
"AVT",35.37,41.31,"UP",3738264178,"Technology",765300000,2.548e+10,15300,"3.00",5.41,0.52,0.15,0.98,NA,0.58,7.78,NA,0.184,0.137,0.03,94050000,1.33
"AVTX",31.68,20.04,"DOWN",56484630,"Health Care",-71600000,3800000,42,"1.70",NA,NA,14.99,NA,NA,NA,-7.83,0.616,-4.492,-1.466,NA,9400000,1.7
"AVXL",5.29,17.4,"UP",950122915,"Health Care",-45400000,NA,25,"1.80",NA,NA,NA,5.89,NA,0,-0.59,0.328,-0.303,NA,NA,77440000,0.79
"AWH",6.31,1.93,"DOWN",49469962,"Health Care",-36200000,7500000,106,"2.50",NA,NA,5.89,3.01,NA,0.21,-0.32,0.158,-1.384,-0.962,NA,112240000,2.79
"AWRE",3.41,3.19,"DOWN",35427362,"Technology",-5400000,17100000,81,"2.00",NA,NA,2.05,0.86,NA,0,-0.25,0.333,-0.132,-0.14,-0.316,21660000,0.21
"AXDX",8.02,5.11,"DOWN",124815509,"Health Care",-63800000,13300000,220,"2.00",NA,NA,9.77,NA,NA,NA,-0.94,0.225,1.318,-0.847,NA,76230000,1.23
"AXGN",17.51,9.28,"DOWN",480765840,"Health Care",-31600000,128200000,428,"1.70",NA,NA,3.6,4.41,NA,0.45,-0.76,0.768,-0.292,-0.162,-0.247,41990000,0.54
"AXLA",5.04,2.06,"DOWN",44100715,"Health Care",-73800000,NA,59,"1.60",NA,NA,NA,4.99,NA,2.71,-1.73,0.648,-2.831,NA,NA,52620000,1.04
"AXNX",49.14,56.22,"UP",3586269586,"Health Care",-75500000,240900000,517,"2.00",NA,NA,13.45,6.36,NA,0,-1.66,NA,-0.171,-0.15,-0.333,49480000,0.42
"AXON",116.85,156.07,"UP",10294909566,"Consumer Discretionary",140800000,991600000,2148,"1.80",76.55,6.38,10.48,8.84,280.99,0,1.94,0.775,0.126,-0.083,0.142,71040000,0.7
"AXSM",81.44,38.02,"DOWN",1932940330,"Health Care",-149900000,8800000,108,"1.80",NA,NA,240.45,145.69,NA,6.15,-3.92,0.567,-6.796,NA,NA,39080000,1.75
"AXTI",9.83,8.64,"DOWN",196566672,"Technology",14100000,145700000,1008,"2.00",14.98,1,1.41,0.98,NA,0.16,0.33,0.559,0.068,0.058,0.097,4.2e+07,1.89
"AY",39.29,36.09,"DOWN",3196803954,"Utilities",-19200000,1.16e+09,655,"2.70",NA,NA,2.71,2,9.58,3.57,-0.18,0.479,-0.012,0.042,-0.017,114340000,0.82
"AYLA",11.26,8.75,"DOWN",11347495,"Health Care",-38100000,2300000,35,"3.00",NA,NA,4.46,0.6,NA,0,-2.53,0.485,-1.316,-1.169,NA,15310000,NA
"AYTU",6.23,1.37,"DOWN",10438752,"Health Care",-110200000,96700000,164,"2.00",NA,NA,0.1,0.12,NA,0.39,-3.81,0.115,-1.359,-1.731,NA,62430000,-0.21
"AZN",50.52,58.47,"UP",182408192888,"Health Care",-1.253e+09,4.404e+10,83100,"1.80",NA,NA,4.28,5.27,85.44,0.82,-0.42,0.185,-0.033,0.02,-0.028,3.1e+09,0.51
"AZPN",130.7,152,"UP",15448793220,"Technology",53100000,579100000,3574,"2.10",192.7,10.59,25.39,0.87,75.48,0.02,1.18,0.421,0.015,0.004,0.1,50180000,1.01
"AZTA",66.32,103.18,"UP",3353787161,"Health Care",-28400000,554900000,2900,"1.80",NA,NA,5.53,0.92,NA,0,-0.38,NA,NA,-0.008,NA,74990000,1.52
"AZYO",13.2,6.28,"DOWN",110475434,"Health Care",-34900000,46500000,162,"2.00",NA,NA,2.45,NA,NA,NA,-2.92,0.886,-5.258,-0.566,-0.751,13620000,NA
"BACK",1.61,1.15,"DOWN",11188864,"Health Care",-11600000,16800000,154,"2.00",NA,NA,0.56,0.68,NA,0.01,-0.44,0.167,-0.65,-0.549,-0.689,26800000,-0.42
"BAND",158.47,72.87,"DOWN",301116600,"Technology",-28200000,524600000,1100,"2.20",NA,NA,0.94,2.33,100.97,2.9,-1.12,0.822,-0.088,0.002,-0.055,25280000,0.9
"BANF",58.12,70.36,"UP",3146656183,"Finance",174100000,349800000,1948,"3.20",18.64,2.66,9.08,2.69,28.32,0.07,5.22,0.55,0.138,0.225,0.46,32750000,1.11
"BANR",46.12,60.96,"UP",2563014255,"Finance",190900000,533600000,1891,"2.00",13.13,1.88,4.7,1.68,NA,0.12,5.53,0.88,0.124,0.254,0.371,34310000,1.01
"BBBY",18.03,14.93,"DOWN",367157475,"Consumer Discretionary",-1161900000,6.83e+09,32000,"3.90",NA,NA,0.05,NA,NA,NA,-13.68,0.818,NA,-0.369,-0.17,79710000,1.57
"BBCP",3.85,8.18,"UP",363370928,"Consumer Discretionary",23600000,374200000,1300,"1.40",16.71,NA,1.06,1.36,NA,1.39,0.42,0.636,0.088,0.031,0.063,54010000,0.88
"BBGI",1.63,1.95,"UP",31611485,"Consumer Discretionary",-9100000,254200000,811,"1.50",NA,NA,0.12,0.13,NA,1.18,-0.31,0.264,-0.036,0.045,-0.036,29420000,1.12
"BBIG",0.85,1.74,"UP",215329021,"Consumer Discretionary",-1018700000,18800000,45,"-",NA,NA,8.79,NA,NA,NA,-15.03,0.21,NA,-0.509,NA,210590000,0.19
"BBIO",63.64,14.55,"DOWN",1575117033,"Health Care",-509400000,90700000,576,"1.60",NA,NA,14.97,NA,NA,NA,-3.49,0.957,0.554,-0.691,NA,146690000,0.59
