"Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"MLR",37.38,33.35,"DOWN",290897924,"Consumer Discretionary",12400000,783500000,1450,0,23.55,0,0.36,1.01,0,0.14,1.08,0.848,0.043,0.063,0.016,11420000,0.98
"MMC",113.51,173.49,"UP",80115455409,"Finance",3.39e+09,2.084e+10,83000,2.6,24.45,2.95,3.86,8.49,45.11,1.19,6.67,0.926,0.321,0.149,0.163,4.98e+08,0.89
"MMI",36.24,51.58,"UP",1478279161,"Finance",170900000,1.54e+09,801,4,8.34,1.39,0.91,1.97,8.68,0,4.24,0.991,0.251,0.199,0.111,40050000,1.03
"MMM",171.87,177.64,"UP",69512948990,"Industrials",6.58e+09,3.476e+10,95000,3.4,10.87,27.16,1.99,5.04,145.04,1.12,11.47,0.687,0.455,0.187,0.189,568800000,1.02
"MMP",41.37,45.13,"UP",11051177952,"Energy",905600000,3.15e+09,1715,2.6,11.97,2.2,3.37,6.09,184.35,2.86,4.29,0.541,0.606,0.158,0.347,207500000,0.95
"MMS",73.07,80.15,"UP",3727493705,"Consumer Discretionary",186800000,4.56e+09,35800,2,19.8,1.58,0.79,2.4,10.95,0.97,3,0,0.123,0.106,0.041,61610000,0.71
"MNRL",11.25,20.78,"UP",1700567627,"Energy",103700000,251900000,44,1.6,16.58,0.52,8.11,2.73,17.1,0.11,2.05,0.888,0.184,0.112,0.412,52550000,1.86
"MNSO",25.42,10.24,"DOWN",1622012229,"Consumer Discretionary",87400000,1.38e+09,3372,1.7,24.52,0.68,1.51,2.17,0,0.09,0.28,0.182,0.094,0.08,0.063,302750000,0
"MO",40.84,47.25,"UP",82681883731,"Health Care",4.69e+09,2.524e+10,6000,2.6,17.82,3.91,3.27,0,54.28,0,2.57,0.608,-1.874,0.356,0.186,1.8e+09,0.69
"MOD",12.17,9.94,"DOWN",937246743,"Consumer Discretionary",97200000,2.1e+09,11100,1.5,11.18,1.26,0.51,2.46,44.65,0.88,1.85,0.904,0.232,0.126,0.046,52200000,2.28
"MODG",24.28,27.63,"UP",3453359056,"Consumer Discretionary",149900000,3.72e+09,24800,1.8,25.15,1.3,0.93,0.92,0,0.36,0.75,0.799,0.04,0.036,0.04,184700000,1.66
"MODN",34.99,30.4,"DOWN",1410130997,"Technology",-26600000,212500000,982,1.9,0,0,6.3,9.87,50.49,1,-0.73,0.997,-0.205,-0.061,-0.125,36940000,0.64
"MOGU",24.48,4.8,"DOWN",20701118,"Consumer Discretionary",-87600000,46200000,468,1,0,0,0.43,0.19,0,0.01,-84.92,0.289,-0.555,-0.82,0,8400000,0.38
"MOH",216.08,320.68,"UP",20965308000,"Health Care",8.39e+08,3.116e+10,14000,2.6,23.08,1.23,0.63,6.27,13.16,0,14.34,0,0.297,0.155,0.027,58400000,0.81
"MOS",23.67,39.21,"UP",18533942706,"Industrials",3.25e+09,1.655e+10,12525,2.5,5.69,0.64,1.03,1.53,11.06,0.34,8.78,0.898,0.293,0.126,0.197,359500000,1.56
"MOV",16.75,42.12,"UP",744707110,"Consumer Discretionary",103800000,769900000,940,3,7.66,0.51,0.98,1.62,15.15,0,4.43,0.966,0.227,0.193,0.137,22560000,1.22
"MP",29.14,45.26,"UP",5316259583,"Basic Materials",250600000,508700000,365,1.8,23.71,0.71,10.29,4.67,72.61,0.58,1.31,0.604,0.237,0.082,0.493,176530000,0
"MPC",40.75,63.43,"UP",56730951858,"Energy",8.18e+09,1.608e+11,17700,2,8.07,0.37,0.35,2.42,17.06,1.02,14.81,0.809,0.413,0.075,0.067,5.32e+08,1.61
"MPLN",7.92,4.31,"DOWN",1773430480,"Technology",160600000,1.17e+09,2400,2.2,9.68,0.42,1.41,0.64,4.8,2.03,0.25,0.964,0.068,0.047,0.137,6.39e+08,0
"MPLX",21.97,29.14,"UP",33896546954,"Energy",3.19e+09,1.084e+10,5836,2.4,10.97,1.1,3.12,2.93,45.07,1.75,3.14,0.238,0.337,0.13,0.353,1.01e+09,1.47
"MPW",20.8,23.46,"UP",6879319755,"Real Estate",1.25e+09,1.57e+09,112,2.3,5.43,0.55,4.28,0.77,3.73,1.14,2.08,0.837,0.13,0.049,0.714,598900000,0.85
"MPX",14.39,12.57,"DOWN",346492426,"Consumer Discretionary",36200000,3.49e+08,880,3,10.29,1.03,1.05,3.21,20.38,0,1.08,0.143,0.341,0.295,0.104,33460000,1.2
"MRC",6.41,6.86,"UP",840623399,"Industrials",-9e+06,2.96e+09,2600,1.8,0,0,0.28,2.41,0,1.03,-0.11,0.989,-0.027,0.011,-0.003,83600000,2.15
"MRK",77.2,77.14,"DOWN",255113946791,"Health Care",1.532e+10,5.897e+10,68000,2.2,16.58,1.54,4.36,5.86,42.36,0.73,6.04,0.761,0.359,0.155,0.24,2.53e+09,0.39
"MRO",6.83,16.35,"UP",20720503491,"Energy",3.1e+09,7.33e+09,1531,2.4,7.83,0.43,3.01,2.01,6.75,0.35,4.22,0.791,0.28,0.075,0.423,7.03e+08,2.48
"MS",68.33,98.8,"UP",139560190000,"Finance",1.202e+10,6.112e+10,78000,0,12.39,8.22,2.36,1.55,232.56,6.96,6.91,0.634,0.147,0.02,0.231,1.7e+09,1.3
"MSA",146.1,150.48,"UP",5218001514,"Technology",69100000,1.5e+09,4800,2.3,77,4.28,3.52,6.28,71.6,0.72,1.75,0.824,0.082,0.015,0.046,39170000,0.97
"MSC",14.23,5.95,"DOWN",369769296,"Consumer Discretionary",-2.73e+08,57200000,3794,3,0,0,6.98,0.4,0,2.55,-2.24,0.223,-0.3,-0.076,0,192590000,-0.33
"MSCI",437.64,612.54,"UP",37468396588,"Finance",849500000,2.22e+09,4767,2.4,44.6,3.41,16.59,0,52.74,0,10.36,0.949,-1.08,0.226,0.382,80500000,1.1
"MSGE",100.24,70.91,"DOWN",1682233316,"Consumer Discretionary",-197600000,1.72e+09,2200,2.1,0,0,0.93,0.81,0,0.89,-5.77,0.913,-0.096,-0.03,-0.115,34330000,0
"MSGS",179.15,173.64,"DOWN",3818452146,"Consumer Discretionary",49700000,826600000,467,1.7,74.31,4.4,4.49,0,18.76,0,2.03,0.793,-0.279,0.593,0.06,24300000,0.95
"MSI",167.5,271.09,"UP",41895676708,"Technology",1.2e+09,8.46e+09,18700,2,36.81,3.22,5.18,0,88.93,0,6.94,0.885,-4.531,0.238,0.142,167200000,0.93
"MSM",81.68,83.94,"UP",4615717766,"Industrials",339800000,3.69e+09,6765,2.4,13.66,1.5,1.23,3.43,24.64,0.59,6.06,0.937,0.269,0.167,0.092,55860000,1.01
"MT",23.95,31.74,"UP",18989741531,"Industrials",1.671e+10,8.501e+10,158000,1.8,1.43,0,0.25,0.41,2.69,0.16,16.78,0.064,0.328,0.252,0.197,9.24e+08,1.91
"MTB",126.82,153.18,"UP",29204539000,"Finance",1.69e+09,3.85e+09,17115,2.3,13.5,0.78,7.6,1.26,12.86,0.13,12.51,0.879,0.094,0.164,0.439,177370000,0.79
"MTD",1160.87,1702.53,"UP",28470298985,"Health Care",820600000,3.87e+09,15600,2.8,36.59,3.52,7.47,4058.47,41.73,264.12,35.49,0.961,7.771,0.415,0.212,22590000,1.17
"MTDR",12.49,36.94,"UP",7885719093,"Energy",1.18e+09,2.92e+09,286,2.1,7.49,0.72,2.88,3.03,4.58,0,9.8,0.939,0.499,0.209,0.403,118140000,3.59
"MTG",12.03,14.36,"UP",4154093039,"Finance",756200000,1.18e+09,711,1.9,5.81,1.31,3.47,0.91,6.82,0.2,2.32,0,0.16,0.118,0.642,308840000,1.38
"MTH",82.1,120.09,"UP",2789328853,"Consumer Discretionary",967300000,5.8e+09,1773,2.5,2.84,0,0.46,0.73,0,0.31,25.9,0,0.291,0.175,0.167,36570000,1.58
"MTN",269.01,329.31,"UP",8936278829,"Consumer Discretionary",347900000,2.53e+09,6900,2.7,25.48,0.56,3.43,5.41,29.66,1.7,8.49,0.986,0.216,0.118,0.138,40310000,1.13
"MTW",12.79,18.8,"UP",321880686,"Industrials",14400000,1.86e+09,4600,3,24.22,1.43,0.18,0.53,0,0.6,0.4,0.772,0.022,0.038,0.008,35280000,2.09
"MTX",62.01,72.8,"UP",1809983302,"Industrials",143600000,2.09e+09,3961,2.2,12.48,2.23,0.84,1.17,39.99,0.71,4.33,0.9882,0.093,0.078,0.069,32500000,1.3
"MTZ",67.29,91.98,"UP",6016142414,"Industrials",1.69e+08,8.47e+09,27000,1.8,39.74,4.31,0.82,2.72,38.3,0.92,2.28,0.76,0.069,0.078,0.02,74440000,1.36
"MUFG",4.38,5.44,"UP",58215435614,"Finance",5.79e+09,2.125e+10,135049,0,10.71,0.57,3.03,0.54,0,2.62,0.45,0.019,0.05,0.024,0.272,1.259e+10,0.79
"MUR",12.52,25.97,"UP",7545680757,"Energy",516900000,3.01e+09,696,2.5,14.63,0.31,2.43,1.74,6.93,0.53,3.3,0.792,0.125,0.038,0.171,155390000,2.47
"MUSA",128.2,198.39,"UP",7106005678,"Energy",6.64e+08,2.285e+10,6245,2.7,11.29,2.51,0.3,9.28,11.26,2.36,27.11,0.919,0.849,0.182,0.029,23210000,0.89
"MUX",10.5,9.02,"DOWN",170975507,"Basic Materials",-71400000,128300000,430,0,0,0,1.41,0.53,0,0,-1.53,0.233,-0.191,-0.126,-0.557,47430000,1.15
"MWA",12.1,14.4,"UP",1833316929,"Industrials",87900000,1.21e+09,3400,2.9,20.97,2.1,1.5,2.6,0,0.64,0.56,0.9895,0.126,0.079,0.073,1.57e+08,1.29
"MX",13.44,20.96,"UP",454618305,"Technology",70600000,442800000,890,2.3,6.82,0.25,0.92,0.93,5.53,0,1.36,0.7,0.157,0.146,0.159,44900000,1.08
"MYE",20.51,20.03,"DOWN",741261869,"Consumer Discretionary",54100000,886300000,2725,2,14.25,0.71,0.85,3.13,18.3,0.44,1.48,0.942,0.236,0.122,0.061,36470000,1.45
"MYOV",24.83,16.07,"DOWN",2586087016,"Health Care",-189600000,333300000,579,2.7,0,0,7.74,0,0,0,-2,0.329,0.399,1.676,-0.569,96210000,2.24
"NAT",3.09,1.66,"DOWN",641005083,"Consumer Discretionary",-148600000,205800000,19,0,0,0,3.33,1.36,0,0.72,-0.84,0.303,-0.292,-0.176,-0.722,208800000,0.12
"NBHC",32.65,43.98,"UP",1635414526,"Finance",8.5e+07,201300000,1120,2.4,17.32,1.73,8.86,1.77,0,0.05,2.75,0.854,0.102,0.199,0.422,37750000,0.93
"NBR",60.62,82.33,"UP",1649348457,"Energy",-4.05e+08,2.44e+09,10000,0,0,0,0.69,3.67,21.96,5.89,-48.32,0.767,-0.799,-0.09,-0.166,9100000,2.93
"NCLH",23.73,21.02,"DOWN",7163616672,"Consumer Discretionary",-3910600000,2.35e+09,34700,2.2,0,0,3.01,7.75,0,14.69,-9.87,0.598,-2.025,-0.268,0,419110000,2.47
"NCR",36.26,40.03,"UP",2910494000,"Miscellaneous",1.19e+08,7.87e+09,38000,1.8,25.25,6.31,0.36,1.97,7.36,3.96,0.82,0.98,0.092,0.036,0.016,1.37e+08,1.68
"NEE",74.22,92.77,"UP",151622009552,"Utilities",3.83e+09,1.984e+10,15000,1.9,39.9,4.27,7.63,4.17,30.24,1.74,1.94,0.808,0.04,0.028,0.073,1.97e+09,0.47
"NEM",63.15,61.59,"DOWN",33493316467,"Basic Materials",7.42e+08,1.237e+10,14400,2.6,44.24,0,2.69,1.55,0,0.29,0.93,0.85,0,0.005,0,7.94e+08,0.27
"NET",74.59,133.2,"UP",18406548803,"Technology",-289800000,812600000,3063,2.3,0,0,15.93,21.8,0,2.47,-0.91,0.875,-0.419,-0.107,-0.357,325200000,0
"NETI",17.08,7.46,"DOWN",315260431,"Consumer Discretionary",22200000,130300000,26,1.2,41.5,0,2.61,0.51,0,0.1,0.21,0.286,0.037,0.034,0.171,38830000,1.12
"NEU",402.63,347.34,"DOWN",3000819046,"Industrials",205600000,2.66e+09,2104,3,14.96,1.94,1.14,4.52,0,1.51,20.26,0.606,0.283,0.104,0.077,9960000,0.32
"NEWR",63,110.7,"UP",4008602116,"Technology",-222200000,821500000,2217,2.4,0,0,4.18,10.91,107.27,1.61,-3.4,0.874,-0.678,-0.279,-0.271,66420000,0.92
"NEX",3.59,3.59,"DOWN",2466347353,"Energy",192800000,2.88e+09,3340,2.1,13.64,0,0.9,3.37,28.82,0.52,0.77,0.857,0.306,-0.1,0.067,244690000,2.1
"NEXA",9.8,7.66,"DOWN",664841827,"Basic Materials",132200000,2.93e+09,5840,2.5,4.62,0,0.22,0.41,0,1.1,1,0.242,0.088,0.095,0.045,132440000,1.54
"NFG",41.25,63.77,"UP",6185597721,"Energy",494800000,2.11e+09,2188,2.5,11.94,0.88,2.79,2.93,0,1.51,5.38,0.772,0.255,0.111,0.235,91460000,0.75
"NGG",59.72,72.96,"UP",39888500293,"Utilities",2.5e+09,2.094e+10,30756,2,16.04,2.14,1.93,1.47,146.26,1.91,3.44,0.038,0.114,0.045,0.129,725800000,0.58
"NGL",2.42,1.87,"DOWN",179837655,"Energy",-133400000,8.96e+09,842,3.3,0,0,0.02,0.45,2.36,7.98,-1.03,0.273,-0.313,0.021,-0.015,130700000,1.99
"NGS",9.4,10.3,"UP",143164617,"Industrials",-6600000,76500000,247,2,0,0,1.84,0.6,0,0,-0.52,0.828,-0.028,-0.042,-0.086,12300000,1.43
"NGVC",14.07,14.29,"UP",259355633,"Consumer Staples",26400000,1.09e+09,3218,1,10.16,1.99,0.24,1.72,14.9,0.44,1.16,0.36,0.176,0.109,0.024,22680000,1.17
"NGVT",72.38,72.27,"DOWN",2564871833,"Industrials",145700000,1.52e+09,1850,2,19.72,3.18,1.83,4.33,16.21,1.8,3.73,0.939,0.219,0.061,0.096,38520000,1.77
"NHI",66.59,57.28,"DOWN",2537752515,"Real Estate",67400000,274700000,19,3,37.65,3.77,9.2,1.82,0,0.79,1.47,0.667,0.046,0.029,0.245,45710000,0.89
"NI",22.58,27.55,"UP",10357890769,"Utilities",667800000,5.42e+09,7272,2,15.86,2.17,1.81,1.74,123.3,1.78,1.54,0.99,0.124,0.058,0.123,406400000,0.44
"NIC",67.47,84.61,"UP",1122499571,"Finance",8.3e+07,245800000,850,2,13.17,1.88,4.75,1.26,17.38,0.23,5.97,0.392,0.081,0.127,0.271,13400000,0.74
"NINE",2.74,1.1,"DOWN",195138175,"Energy",-39700000,457200000,944,2.5,0,0,0.52,0,0,0,-1.3,0.471,1.019,-0.109,-0.087,30830000,3.51
"NIO",53.49,32.42,"DOWN",16262644937,"Finance",-1315900000,5.47e+09,15204,1.8,0,0,3.34,4.07,0,0.63,-0.82,0.372,-0.307,-0.088,-0.241,1.63e+09,1.73
"NJR",34.48,40.97,"UP",4292747943,"Utilities",219300000,2.67e+09,1251,2.5,19.08,3.18,1.55,2.36,200.58,1.65,2.27,0.774,0.127,0.06,0.082,96150000,0.64
"NKE",140.1,167.49,"UP",145381790238,"Consumer Discretionary",5.64e+09,4.715e+10,79100,2.2,26.54,4.08,3.06,9.25,84.3,0.6,3.52,0.831,0.371,0.246,0.12,1.57e+09,1.12
"NL",4.52,7.35,"UP",426161358,"Consumer Discretionary",7.4e+07,152400000,570,4,5.04,0,2.48,0.94,1890.52,0,1.52,0.117,0.2,0.008,0.486,48810000,0.98
"NLS",18.61,6.54,"DOWN",54369424,"Consumer Discretionary",-96400000,459800000,517,2.2,0,0,0.1,0.46,0,0.36,-3.08,0.391,-0.601,-0.099,-0.21,31410000,1.59
"NLY",32.92,31.8,"DOWN",8630618395,"Real Estate",2.92e+09,3.97e+09,171,2.5,2.32,0,2.21,0.75,0,6.28,8.03,0.429,0.237,0.033,0.644,4.68e+08,1.35
"NM",2.21,3.56,"UP",43975633,"Consumer Discretionary",1.14e+08,612300000,409,1,0.33,0.02,0.08,0.89,0.26,25.37,6.01,0.116,9.875,0.118,0.186,22660000,1.8
"NMM",10.84,24.39,"UP",755534136,"Consumer Discretionary",477800000,1.01e+09,186,2,1.65,0.05,0.79,0.43,2.67,0.66,16.44,0.108,0.27,0.141,0.472,30770000,2.09
"NMR",5.22,4.33,"DOWN",9800026647,"Finance",646900000,1.075e+10,26585,0,16.15,1.48,0.99,0.49,0,9.61,0.2,0.01,0.033,0.005,0.06,3.02e+09,0.72
"NNI",69.34,97.12,"UP",3335977146,"Finance",449400000,1.66e+09,7988,3,7.58,0,2,1.09,4.5,5.39,11.82,0.509,0.15,0.018,0.27,37710000,0.74
"NNN",39.35,48.06,"UP",7438692282,"Real Estate",298800000,748700000,72,2.4,25.23,3.12,10.14,1.93,0,0.97,1.71,0.937,0.076,0,0.399,178730000,0.85
"NOA",10.04,14.47,"UP",329467638,"Consumer Staples",41500000,526400000,200,2.3,9.61,0.87,0.68,1.66,11.98,1.52,1.33,0.716,0.201,0.07,0.079,26840000,1.49
"NOAH",46.85,30.56,"DOWN",798935819,"Finance",165500000,507100000,3148,1.7,6.07,0,1.86,0.82,5.26,0,2.45,0.448,0.145,0.11,0.326,67250000,1.05
"NOC",294.76,384.53,"UP",84330009394,"Technology",5.53e+09,3.521e+10,88000,2.2,15.2,5.07,2.39,5.93,0,0.92,35.18,0.847,0.411,0.143,0.157,154600000,0.64
"NOG",8.88,20.07,"UP",2717424182,"Energy",193600000,859200000,25,1.8,14.94,1.26,3.22,18.03,4.88,0,2.38,0.809,4.432,0.063,0.225,77370000,2.11
"NOK",3.89,6.26,"UP",24743294137,"Technology",1.71e+09,2.36e+10,87927,2.2,14.85,2.95,1.08,1.27,36.42,0.29,0.3,0.075,0.096,0.082,0.074,5.61e+09,0.88
"NOMD",25.4,25.34,"DOWN",2680161114,"Consumer Staples",238700000,2.86e+09,8002,1.8,11.45,1.6,0.94,1.17,0,0.92,1.37,0.894,0.102,0.058,0.083,172540000,0.73
"NOTE",9.99,9.9,"DOWN",656930593,"Technology",-175100000,99500000,800,1.7,0,0,7.07,0,0,0,-1.35,0.235,0,0.334,0,129740000,0
"NOV",13.89,13.51,"DOWN",8869464080,"Industrials",1.1e+07,6.68e+09,27043,2.4,997.5,24.33,1.4,1.92,0,0.4,0.02,0.994,0.002,-0.021,0.002,3.91e+08,1.88
"NOVA",45.04,27.48,"DOWN",2121236736,"Utilities",-146800000,427100000,736,2,0,0,4.8,1.66,0,4.01,-1.28,0,-0.118,-0.015,-0.344,114820000,0
"NOW",526.83,654.54,"UP",85441960000,"Technology",2.01e+08,6.92e+09,16881,1.8,367.24,14.1,10.66,16.22,38.84,0.33,0.99,0.901,0.049,0.045,0.029,202040000,0.99
"NPK",87.35,81.87,"DOWN",495469302,"Consumer Discretionary",1.7e+07,325500000,895,2,29.34,0,1.53,1.48,0,0,2.4,0.559,0.049,0.065,0.052,7080000,0.66
"NR",1.97,2.9,"UP",348268785,"Industrials",-19400000,701900000,1565,2,0,0,0.55,0.79,0,0.32,-0.21,0.718,-0.038,-0.03,-0.025,92660000,2.94
"NRDY",11.15,4.6,"DOWN",223314200,"Technology",-11900000,162400000,1000,2.1,0,0,2.31,3.38,0,0,-0.16,0.746,-0.255,-1.763,-0.073,86370000,0
"NREF",17.2,19.33,"UP",260198328,"Real Estate",43600000,121300000,1,2.2,7.61,0,2.23,0.71,4.97,19.56,2.38,0.723,0.142,0.01,0.36,14750000,0
"NRG",36.3,42.91,"UP",10435830162,"Utilities",3.44e+09,2.883e+10,6635,2.6,3.18,0.08,0.37,2.02,3.97,1.52,14.2,0,0.764,0.224,0.119,2.37e+08,0.87
"NRP",14.15,32.68,"UP",534381209,"Energy",181100000,329900000,52,3,3.84,0,1.73,1.63,3.27,0.85,11.9,0.384,0.638,0.215,0.549,12510000,0.47
"NRT",2.94,10.15,"UP",144179219,"Energy",11500000,12200000,2,0,14.15,0,12.81,593.33,52.09,0,1.26,0.182,0,39.759,0.943,9190000,1.11
"NSA",34.42,68.76,"UP",3892068306,"Real Estate",92700000,710500000,2125,2.2,37.07,3.37,4.85,2.25,14.38,2.06,1.01,0.889,0.062,0.048,0.13,91540000,0.71
"NSC",233.44,294.73,"UP",52928779376,"Industrials",3.24e+09,1.236e+10,18100,2.5,17.34,1.8,4.38,4.22,36.21,1.16,13.59,0.777,0.243,0.13,0.262,233200000,1.32
"NSP",79.02,117.43,"UP",4457768168,"Consumer Discretionary",140400000,5.51e+09,3600,2,31.47,2.1,0.77,71.85,28.21,6.11,3.63,0.918,4.72,0.351,0.027,38020000,1.32
"NTB",31.28,37.99,"UP",1722397975,"Finance",174900000,335200000,1217,3,9.05,0,4.78,1.96,10.42,0.21,3.51,0.72,0.184,0.261,0.493,50250000,1.4
"NTR",49.43,74.63,"UP",45671284378,"Industrials",9.38e+09,4.83e+10,23500,2.1,4.35,0.53,1.09,1.11,23.87,0.44,16.83,0.7049,0.28,0.106,0.194,550050000,0.87
"NTST",18.75,22.73,"UP",937858195,"Real Estate",7400000,86800000,23,1.5,119.04,10.09,11.72,0.94,82.02,0.41,0.16,0,0.008,0,0.085,54880000,0
"NTZ",11.45,13.9,"UP",59734966,"Consumer Discretionary",-2100000,447500000,4262,0,0,0,0.11,0.56,2.91,0,-0.23,0.17,-0.025,0.029,-0.005,1e+07,1.75
"NUE",52.51,113.85,"UP",33805780000,"Industrials",0,4.315e+10,28800,2.9,4.09,0.1,0.8,2.1,0,0.44,32.85,0.828,0,0.364,0,263220000,1.5
"NUS",55.35,51.08,"DOWN",1935622883,"Health Care",113500000,2.48e+09,4600,2.5,16.02,2.35,0.7,1.9,26.57,0.45,2.21,0.928,0.122,0.115,0.046,50370000,1.22
"NUVB",11.2,8.45,"DOWN",475772574,"Health Care",-103300000,0,85,2,0,0,0,0.66,0,0,-0.49,0.716,-0.141,0,0,216600000,0
"NVGS",10.43,8.74,"DOWN",978164000,"Consumer Discretionary",7e+06,478700000,124,1.2,132.02,14.67,2.08,0.87,9.79,0.73,0.1,0.205,0.006,-0.002,0.015,77270000,1.75
"NVO",71.43,111.45,"UP",245740364545,"Health Care",6.71e+09,2.088e+10,50816,1.3,39.32,20.16,9.9,26.39,44.28,0.34,2.93,0.087,0.728,0.486,0.321,2.27e+09,0.52
"NVR",4040.65,5906.03,"UP",13678817542,"Consumer Discretionary",1.61e+09,1.008e+10,6600,2.4,9.24,3.85,1.31,4.55,10.99,0.31,447.79,0.868,0.482,0.285,0.14,3290000,0.94
"NVRO",171.54,82.07,"DOWN",1367209160,"Health Care",-139500000,3.88e+08,945,3.1,0,0,3.54,6.12,0,0,-3.98,0.9853,-0.511,-0.245,-0.36,35320000,0.75
"NVS",94.37,87.46,"DOWN",174015900000,"Health Care",2.18e+10,5.226e+10,108000,2.2,8.43,2.37,3.77,2.91,37.59,0.47,9.71,0.094,0.345,0.097,0.417,2.17e+09,0.55
"NVST",32.95,45.04,"UP",5375548536,"Health Care",237600000,2.54e+09,11200,1.7,26.51,0.64,2.25,1.43,29.69,0.34,1.33,0,0.075,0.059,0.119,162900000,0
"NVT",22.54,37.64,"UP",6100132045,"Technology",308100000,2.84e+09,9900,2.1,20.8,1.87,2.18,2.39,40.54,0.41,1.83,0.937,0.12,0.084,0.109,166500000,1.39
"NVTA",43.64,15.66,"DOWN",590517853,"Health Care",-3108600000,500800000,2300,3.3,0,0,1.02,1.45,0,4.14,-13.48,0.849,-1.335,-0.077,0,232120000,1.58
"NWG",4.58,6.57,"UP",26259163819,"Finance",3.01e+09,1.254e+10,60000,1,9.31,32.1,2.12,0.68,0,1.53,0.59,0.009,0.065,0.057,0.23,4.92e+09,1.22
"NWN",45.66,48.75,"UP",1670173553,"Utilities",77800000,940800000,1173,2.3,18.04,4.2,1.68,1.35,0,1.11,2.49,0.772,0.079,0.057,0.083,34820000,0.53
"NX",22.12,24.9,"UP",735634996,"Industrials",5.8e+07,1.21e+09,3860,2,13.04,0.87,0.62,1.66,17.56,0.13,1.74,0.992,0.195,0.067,0.07,3.3e+07,1.4
"NXRT",41.26,82.74,"UP",1180250791,"Real Estate",25700000,253100000,3,2.1,50.35,10.07,4.45,2.16,0,0,0.89,0.859,0.051,0.01,0.101,25600000,1.05
"NYCB",10.5,12.21,"UP",4370025525,"Finance",5.64e+08,1.7e+09,2815,2.4,7.34,0,2.45,0.66,134.84,0.1,1.21,0.64,0.088,0.149,0.333,465810000,1.02
"NYT",49.2,48.22,"DOWN",4801304419,"Consumer Discretionary",1.91e+08,2.2e+09,5000,2.6,29.83,0,2.55,3.69,65.51,0,1.14,0.93,0.127,0.128,0.087,167640000,0.95
"O",57.97,71.91,"UP",38465811785,"Real Estate",561600000,2.79e+09,367,2.4,59.67,4.23,13.98,1.44,92.08,0.61,1.06,0.819,0.025,0.007,0.201,627150000,0.79
"OCFT",20.09,2.5,"DOWN",241835001,"Technology",-1.63e+08,6.16e+08,3842,2.6,0,0,0.52,0.67,74.15,0.08,-0.43,0.066,-0.319,-0.271,-0.265,389990000,0
"OCN",28.3,40.29,"UP",265744520,"Finance",136800000,1.03e+09,5700,2.2,2.5,0.83,0.31,0.62,0,20.05,14.51,0.568,0.174,0.029,0.086,9260000,1.96
"ODC",34,32.67,"DOWN",210345980,"Industrials",5700000,348600000,869,0,37.43,0,0.61,1.36,0,0.22,0.81,0.663,0.037,0.026,0.016,6760000,0.47
"OEC",16.57,18.11,"UP",963559774,"Industrials",84300000,1.81e+09,1475,1.7,12.68,0.41,0.59,2.7,0,2.23,1.38,0.9836,0.24,0.151,0.047,60810000,1.7
"OFC",25.37,28.36,"UP",2982590414,"Real Estate",0,735950000,405,2,30.89,3.77,4.09,1.8,0,0,0.86,0,0,0.017,0,112420000,0.99
"OFG",17.68,26.85,"UP",1330337110,"Finance",152900000,459900000,2269,2,9.11,1.14,2.87,1.33,20.08,0,3.06,0.948,0.146,0.306,0.332,48390000,1.18
"OGE",31.94,38.25,"UP",7331421849,"Utilities",924300000,2.84e+09,2185,2.4,7.96,4.19,2.57,1.73,0,1.17,4.61,0.702,0.226,0.083,0.326,200200000,0.65
"OGS",75.46,77.46,"UP",4192139016,"Utilities",215200000,2.35e+09,3600,2.3,19.54,3.91,1.73,1.72,0,1.7,3.98,0.882,0.088,0.041,0.089,54260000,0.6
"OHI",35.03,29.65,"DOWN",7397894454,"Real Estate",451300000,1.03e+09,70,2.7,17.83,0,7.43,2.06,0,1.42,1.83,0.665,0.116,0.027,0.44,235850000,0.95
"OI",11.48,11.87,"UP",2555306682,"Consumer Discretionary",4.61e+08,6.67e+09,24000,2.7,5.63,0.7,0.38,2.23,10.57,3.93,2.9,0.961,0.571,0.069,0.07,155680000,1.43
"OII",8.23,11.28,"UP",1409147624,"Energy",-3.6e+07,2e+09,8500,2.1,0,0,0.73,3.03,45.97,1.49,-0.36,0.914,-0.074,-0.003,-0.018,100260000,2.93
"OIS",5.22,4.99,"DOWN",411189615,"Industrials",-32300000,696600000,2373,2.2,0,0,0.62,0.64,0,0.23,-0.54,0.896,-0.047,-0.063,-0.046,62670000,3.13
"OKE",37.5,58.48,"UP",26527976106,"Utilities",1.58e+09,2.14e+10,2847,2.6,17.59,2.17,1.28,4.53,234.96,2.25,3.52,0.687,0.263,0.107,0.074,447450000,1.65
"OLN",24.28,57.41,"UP",7319187129,"Industrials",1.44e+09,9.83e+09,7750,2.1,6.18,3.88,0.78,3.18,4.66,1.01,9.31,0.956,0.538,0.296,0.146,141200000,1.41
"OLP",19.62,35.1,"UP",477529644,"Real Estate",37200000,84500000,9,2.7,12.81,2.13,5.57,1.51,134.52,1.35,1.82,0.495,0.121,0.08,0.44,20360000,1.33
